Fecha diagnóstico;Territorio;Medida;Valor;
30/08/2020;Sevilla;Confirmados PCR;99;
30/08/2020;Sevilla;Total confirmados;99;
30/08/2020;Sevilla;Hospitalizados;8;
30/08/2020;Sevilla;UCI;1;
30/08/2020;Sevilla;Curados;1;
30/08/2020;Sevilla;Fallecidos;2;
29/08/2020;Andalucía;Confirmados PCR;805;
29/08/2020;Andalucía;Total confirmados;808;
29/08/2020;Andalucía;Hospitalizados;51;
29/08/2020;Andalucía;UCI;7;
29/08/2020;Andalucía;Curados;8;
29/08/2020;Andalucía;Fallecidos;8;
29/08/2020;Almería;Confirmados PCR;197;
29/08/2020;Almería;Total confirmados;198;
29/08/2020;Almería;Hospitalizados;10;
29/08/2020;Almería;UCI;1;
29/08/2020;Almería;Curados;3;
29/08/2020;Almería;Fallecidos;3;
29/08/2020;Cádiz;Confirmados PCR;115;
29/08/2020;Cádiz;Total confirmados;116;
29/08/2020;Cádiz;Hospitalizados;8;
29/08/2020;Cádiz;UCI;1;
29/08/2020;Cádiz;Curados;0;
29/08/2020;Cádiz;Fallecidos;1;
29/08/2020;Córdoba;Confirmados PCR;84;
29/08/2020;Córdoba;Total confirmados;84;
29/08/2020;Córdoba;Hospitalizados;5;
29/08/2020;Córdoba;UCI;0;
29/08/2020;Córdoba;Curados;2;
29/08/2020;Córdoba;Fallecidos;1;
29/08/2020;Granada;Confirmados PCR;52;
29/08/2020;Granada;Total confirmados;52;
29/08/2020;Granada;Hospitalizados;3;
29/08/2020;Granada;UCI;1;
29/08/2020;Granada;Curados;0;
29/08/2020;Granada;Fallecidos;0;
29/08/2020;Huelva;Confirmados PCR;20;
29/08/2020;Huelva;Total confirmados;20;
29/08/2020;Huelva;Hospitalizados;0;
29/08/2020;Huelva;UCI;0;
29/08/2020;Huelva;Curados;0;
29/08/2020;Huelva;Fallecidos;0;
29/08/2020;Jaén;Confirmados PCR;50;
29/08/2020;Jaén;Total confirmados;50;
29/08/2020;Jaén;Hospitalizados;5;
29/08/2020;Jaén;UCI;2;
29/08/2020;Jaén;Curados;0;
29/08/2020;Jaén;Fallecidos;0;
29/08/2020;Málaga;Confirmados PCR;192;
29/08/2020;Málaga;Total confirmados;193;
29/08/2020;Málaga;Hospitalizados;13;
29/08/2020;Málaga;UCI;2;
29/08/2020;Málaga;Curados;3;
29/08/2020;Málaga;Fallecidos;3;
29/08/2020;Sevilla;Confirmados PCR;95;
29/08/2020;Sevilla;Total confirmados;95;
29/08/2020;Sevilla;Hospitalizados;7;
29/08/2020;Sevilla;UCI;0;
29/08/2020;Sevilla;Curados;0;
29/08/2020;Sevilla;Fallecidos;0;
28/08/2020;Andalucía;Confirmados PCR;953;
28/08/2020;Andalucía;Total confirmados;956;
28/08/2020;Andalucía;Hospitalizados;44;
28/08/2020;Andalucía;UCI;4;
28/08/2020;Andalucía;Curados;14;
28/08/2020;Andalucía;Fallecidos;4;
28/08/2020;Almería;Confirmados PCR;72;
28/08/2020;Almería;Total confirmados;72;
28/08/2020;Almería;Hospitalizados;4;
28/08/2020;Almería;UCI;0;
28/08/2020;Almería;Curados;5;
28/08/2020;Almería;Fallecidos;1;
28/08/2020;Cádiz;Confirmados PCR;132;
28/08/2020;Cádiz;Total confirmados;132;
28/08/2020;Cádiz;Hospitalizados;6;
28/08/2020;Cádiz;UCI;1;
28/08/2020;Cádiz;Curados;0;
28/08/2020;Cádiz;Fallecidos;1;
28/08/2020;Córdoba;Confirmados PCR;99;
28/08/2020;Córdoba;Total confirmados;100;
28/08/2020;Córdoba;Hospitalizados;3;
28/08/2020;Córdoba;UCI;0;
28/08/2020;Córdoba;Curados;2;
28/08/2020;Córdoba;Fallecidos;0;
28/08/2020;Granada;Confirmados PCR;76;
28/08/2020;Granada;Total confirmados;76;
28/08/2020;Granada;Hospitalizados;4;
28/08/2020;Granada;UCI;0;
28/08/2020;Granada;Curados;0;
28/08/2020;Granada;Fallecidos;0;
28/08/2020;Huelva;Confirmados PCR;13;
28/08/2020;Huelva;Total confirmados;13;
28/08/2020;Huelva;Hospitalizados;0;
28/08/2020;Huelva;UCI;0;
28/08/2020;Huelva;Curados;0;
28/08/2020;Huelva;Fallecidos;0;
28/08/2020;Jaén;Confirmados PCR;65;
28/08/2020;Jaén;Total confirmados;65;
28/08/2020;Jaén;Hospitalizados;4;
28/08/2020;Jaén;UCI;1;
28/08/2020;Jaén;Curados;0;
28/08/2020;Jaén;Fallecidos;0;
28/08/2020;Málaga;Confirmados PCR;354;
28/08/2020;Málaga;Total confirmados;356;
28/08/2020;Málaga;Hospitalizados;15;
28/08/2020;Málaga;UCI;1;
28/08/2020;Málaga;Curados;6;
28/08/2020;Málaga;Fallecidos;0;
28/08/2020;Sevilla;Confirmados PCR;142;
28/08/2020;Sevilla;Total confirmados;142;
28/08/2020;Sevilla;Hospitalizados;8;
28/08/2020;Sevilla;UCI;1;
28/08/2020;Sevilla;Curados;1;
28/08/2020;Sevilla;Fallecidos;2;
27/08/2020;Andalucía;Confirmados PCR;990;
27/08/2020;Andalucía;Total confirmados;992;
27/08/2020;Andalucía;Hospitalizados;60;
27/08/2020;Andalucía;UCI;5;
27/08/2020;Andalucía;Curados;22;
27/08/2020;Andalucía;Fallecidos;7;
27/08/2020;Almería;Confirmados PCR;204;
27/08/2020;Almería;Total confirmados;204;
27/08/2020;Almería;Hospitalizados;16;
27/08/2020;Almería;UCI;2;
27/08/2020;Almería;Curados;1;
27/08/2020;Almería;Fallecidos;3;
27/08/2020;Cádiz;Confirmados PCR;127;
27/08/2020;Cádiz;Total confirmados;127;
27/08/2020;Cádiz;Hospitalizados;2;
27/08/2020;Cádiz;UCI;0;
27/08/2020;Cádiz;Curados;1;
27/08/2020;Cádiz;Fallecidos;0;
27/08/2020;Córdoba;Confirmados PCR;67;
27/08/2020;Córdoba;Total confirmados;67;
27/08/2020;Córdoba;Hospitalizados;8;
27/08/2020;Córdoba;UCI;0;
27/08/2020;Córdoba;Curados;1;
27/08/2020;Córdoba;Fallecidos;0;
27/08/2020;Granada;Confirmados PCR;96;
27/08/2020;Granada;Total confirmados;96;
27/08/2020;Granada;Hospitalizados;4;
27/08/2020;Granada;UCI;0;
27/08/2020;Granada;Curados;1;
27/08/2020;Granada;Fallecidos;1;
27/08/2020;Huelva;Confirmados PCR;21;
27/08/2020;Huelva;Total confirmados;21;
27/08/2020;Huelva;Hospitalizados;0;
27/08/2020;Huelva;UCI;0;
27/08/2020;Huelva;Curados;9;
27/08/2020;Huelva;Fallecidos;0;
27/08/2020;Jaén;Confirmados PCR;59;
27/08/2020;Jaén;Total confirmados;59;
27/08/2020;Jaén;Hospitalizados;4;
27/08/2020;Jaén;UCI;1;
27/08/2020;Jaén;Curados;1;
27/08/2020;Jaén;Fallecidos;0;
27/08/2020;Málaga;Confirmados PCR;261;
27/08/2020;Málaga;Total confirmados;263;
27/08/2020;Málaga;Hospitalizados;20;
27/08/2020;Málaga;UCI;2;
27/08/2020;Málaga;Curados;8;
27/08/2020;Málaga;Fallecidos;3;
27/08/2020;Sevilla;Confirmados PCR;155;
27/08/2020;Sevilla;Total confirmados;155;
27/08/2020;Sevilla;Hospitalizados;6;
27/08/2020;Sevilla;UCI;0;
27/08/2020;Sevilla;Curados;0;
27/08/2020;Sevilla;Fallecidos;0;
26/08/2020;Andalucía;Confirmados PCR;947;
26/08/2020;Andalucía;Total confirmados;949;
26/08/2020;Andalucía;Hospitalizados;56;
26/08/2020;Andalucía;UCI;4;
26/08/2020;Andalucía;Curados;24;
26/08/2020;Andalucía;Fallecidos;3;
26/08/2020;Almería;Confirmados PCR;158;
26/08/2020;Almería;Total confirmados;158;
26/08/2020;Almería;Hospitalizados;10;
26/08/2020;Almería;UCI;1;
26/08/2020;Almería;Curados;5;
26/08/2020;Almería;Fallecidos;1;
26/08/2020;Cádiz;Confirmados PCR;102;
26/08/2020;Cádiz;Total confirmados;102;
26/08/2020;Cádiz;Hospitalizados;4;
26/08/2020;Cádiz;UCI;0;
26/08/2020;Cádiz;Curados;0;
26/08/2020;Cádiz;Fallecidos;0;
26/08/2020;Córdoba;Confirmados PCR;96;
26/08/2020;Córdoba;Total confirmados;98;
26/08/2020;Córdoba;Hospitalizados;2;
26/08/2020;Córdoba;UCI;1;
26/08/2020;Córdoba;Curados;5;
26/08/2020;Córdoba;Fallecidos;0;
26/08/2020;Granada;Confirmados PCR;107;
26/08/2020;Granada;Total confirmados;107;
26/08/2020;Granada;Hospitalizados;3;
26/08/2020;Granada;UCI;0;
26/08/2020;Granada;Curados;1;
26/08/2020;Granada;Fallecidos;0;
26/08/2020;Huelva;Confirmados PCR;7;
26/08/2020;Huelva;Total confirmados;7;
26/08/2020;Huelva;Hospitalizados;0;
26/08/2020;Huelva;UCI;0;
26/08/2020;Huelva;Curados;2;
26/08/2020;Huelva;Fallecidos;0;
26/08/2020;Jaén;Confirmados PCR;47;
26/08/2020;Jaén;Total confirmados;47;
26/08/2020;Jaén;Hospitalizados;3;
26/08/2020;Jaén;UCI;0;
26/08/2020;Jaén;Curados;1;
26/08/2020;Jaén;Fallecidos;0;
26/08/2020;Málaga;Confirmados PCR;297;
26/08/2020;Málaga;Total confirmados;297;
26/08/2020;Málaga;Hospitalizados;27;
26/08/2020;Málaga;UCI;2;
26/08/2020;Málaga;Curados;10;
26/08/2020;Málaga;Fallecidos;2;
26/08/2020;Sevilla;Confirmados PCR;133;
26/08/2020;Sevilla;Total confirmados;133;
26/08/2020;Sevilla;Hospitalizados;7;
26/08/2020;Sevilla;UCI;0;
26/08/2020;Sevilla;Curados;0;
26/08/2020;Sevilla;Fallecidos;0;
25/08/2020;Andalucía;Confirmados PCR;773;
25/08/2020;Andalucía;Total confirmados;775;
25/08/2020;Andalucía;Hospitalizados;63;
25/08/2020;Andalucía;UCI;3;
25/08/2020;Andalucía;Curados;24;
25/08/2020;Andalucía;Fallecidos;6;
25/08/2020;Almería;Confirmados PCR;118;
25/08/2020;Almería;Total confirmados;118;
25/08/2020;Almería;Hospitalizados;13;
25/08/2020;Almería;UCI;1;
25/08/2020;Almería;Curados;6;
25/08/2020;Almería;Fallecidos;0;
25/08/2020;Cádiz;Confirmados PCR;90;
25/08/2020;Cádiz;Total confirmados;90;
25/08/2020;Cádiz;Hospitalizados;5;
25/08/2020;Cádiz;UCI;0;
25/08/2020;Cádiz;Curados;2;
25/08/2020;Cádiz;Fallecidos;2;
25/08/2020;Córdoba;Confirmados PCR;68;
25/08/2020;Córdoba;Total confirmados;68;
25/08/2020;Córdoba;Hospitalizados;5;
25/08/2020;Córdoba;UCI;0;
25/08/2020;Córdoba;Curados;4;
25/08/2020;Córdoba;Fallecidos;1;
25/08/2020;Granada;Confirmados PCR;84;
25/08/2020;Granada;Total confirmados;84;
25/08/2020;Granada;Hospitalizados;8;
25/08/2020;Granada;UCI;0;
25/08/2020;Granada;Curados;1;
25/08/2020;Granada;Fallecidos;0;
25/08/2020;Huelva;Confirmados PCR;16;
25/08/2020;Huelva;Total confirmados;16;
25/08/2020;Huelva;Hospitalizados;0;
25/08/2020;Huelva;UCI;0;
25/08/2020;Huelva;Curados;2;
25/08/2020;Huelva;Fallecidos;0;
25/08/2020;Jaén;Confirmados PCR;45;
25/08/2020;Jaén;Total confirmados;46;
25/08/2020;Jaén;Hospitalizados;2;
25/08/2020;Jaén;UCI;0;
25/08/2020;Jaén;Curados;1;
25/08/2020;Jaén;Fallecidos;0;
25/08/2020;Málaga;Confirmados PCR;253;
25/08/2020;Málaga;Total confirmados;254;
25/08/2020;Málaga;Hospitalizados;20;
25/08/2020;Málaga;UCI;2;
25/08/2020;Málaga;Curados;6;
25/08/2020;Málaga;Fallecidos;0;
25/08/2020;Sevilla;Confirmados PCR;99;
25/08/2020;Sevilla;Total confirmados;99;
25/08/2020;Sevilla;Hospitalizados;10;
25/08/2020;Sevilla;UCI;0;
25/08/2020;Sevilla;Curados;2;
25/08/2020;Sevilla;Fallecidos;3;
24/08/2020;Andalucía;Confirmados PCR;591;
24/08/2020;Andalucía;Total confirmados;591;
24/08/2020;Andalucía;Hospitalizados;40;
24/08/2020;Andalucía;UCI;4;
24/08/2020;Andalucía;Curados;39;
24/08/2020;Andalucía;Fallecidos;2;
24/08/2020;Almería;Confirmados PCR;105;
24/08/2020;Almería;Total confirmados;105;
24/08/2020;Almería;Hospitalizados;11;
24/08/2020;Almería;UCI;3;
24/08/2020;Almería;Curados;8;
24/08/2020;Almería;Fallecidos;2;
24/08/2020;Cádiz;Confirmados PCR;71;
24/08/2020;Cádiz;Total confirmados;71;
24/08/2020;Cádiz;Hospitalizados;1;
24/08/2020;Cádiz;UCI;0;
24/08/2020;Cádiz;Curados;19;
24/08/2020;Cádiz;Fallecidos;0;
24/08/2020;Córdoba;Confirmados PCR;39;
24/08/2020;Córdoba;Total confirmados;39;
24/08/2020;Córdoba;Hospitalizados;1;
24/08/2020;Córdoba;UCI;0;
24/08/2020;Córdoba;Curados;0;
24/08/2020;Córdoba;Fallecidos;0;
24/08/2020;Granada;Confirmados PCR;51;
24/08/2020;Granada;Total confirmados;51;
24/08/2020;Granada;Hospitalizados;5;
24/08/2020;Granada;UCI;0;
24/08/2020;Granada;Curados;0;
24/08/2020;Granada;Fallecidos;0;
24/08/2020;Huelva;Confirmados PCR;2;
24/08/2020;Huelva;Total confirmados;2;
24/08/2020;Huelva;Hospitalizados;0;
24/08/2020;Huelva;UCI;0;
24/08/2020;Huelva;Curados;0;
24/08/2020;Huelva;Fallecidos;0;
24/08/2020;Jaén;Confirmados PCR;40;
24/08/2020;Jaén;Total confirmados;40;
24/08/2020;Jaén;Hospitalizados;2;
24/08/2020;Jaén;UCI;0;
24/08/2020;Jaén;Curados;6;
24/08/2020;Jaén;Fallecidos;0;
24/08/2020;Málaga;Confirmados PCR;185;
24/08/2020;Málaga;Total confirmados;185;
24/08/2020;Málaga;Hospitalizados;13;
24/08/2020;Málaga;UCI;0;
24/08/2020;Málaga;Curados;6;
24/08/2020;Málaga;Fallecidos;0;
24/08/2020;Sevilla;Confirmados PCR;98;
24/08/2020;Sevilla;Total confirmados;98;
24/08/2020;Sevilla;Hospitalizados;7;
24/08/2020;Sevilla;UCI;1;
24/08/2020;Sevilla;Curados;0;
24/08/2020;Sevilla;Fallecidos;0;
23/08/2020;Andalucía;Confirmados PCR;633;
23/08/2020;Andalucía;Total confirmados;633;
23/08/2020;Andalucía;Hospitalizados;48;
23/08/2020;Andalucía;UCI;5;
23/08/2020;Andalucía;Curados;48;
23/08/2020;Andalucía;Fallecidos;6;
23/08/2020;Almería;Confirmados PCR;156;
23/08/2020;Almería;Total confirmados;156;
23/08/2020;Almería;Hospitalizados;13;
23/08/2020;Almería;UCI;3;
23/08/2020;Almería;Curados;4;
23/08/2020;Almería;Fallecidos;2;
23/08/2020;Cádiz;Confirmados PCR;79;
23/08/2020;Cádiz;Total confirmados;79;
23/08/2020;Cádiz;Hospitalizados;7;
23/08/2020;Cádiz;UCI;1;
23/08/2020;Cádiz;Curados;24;
23/08/2020;Cádiz;Fallecidos;2;
23/08/2020;Córdoba;Confirmados PCR;93;
23/08/2020;Córdoba;Total confirmados;93;
23/08/2020;Córdoba;Hospitalizados;5;
23/08/2020;Córdoba;UCI;1;
23/08/2020;Córdoba;Curados;3;
23/08/2020;Córdoba;Fallecidos;1;
23/08/2020;Granada;Confirmados PCR;45;
23/08/2020;Granada;Total confirmados;45;
23/08/2020;Granada;Hospitalizados;1;
23/08/2020;Granada;UCI;0;
23/08/2020;Granada;Curados;1;
23/08/2020;Granada;Fallecidos;0;
23/08/2020;Huelva;Confirmados PCR;7;
23/08/2020;Huelva;Total confirmados;7;
23/08/2020;Huelva;Hospitalizados;0;
23/08/2020;Huelva;UCI;0;
23/08/2020;Huelva;Curados;0;
23/08/2020;Huelva;Fallecidos;0;
23/08/2020;Jaén;Confirmados PCR;26;
23/08/2020;Jaén;Total confirmados;26;
23/08/2020;Jaén;Hospitalizados;2;
23/08/2020;Jaén;UCI;0;
23/08/2020;Jaén;Curados;6;
23/08/2020;Jaén;Fallecidos;0;
23/08/2020;Málaga;Confirmados PCR;165;
23/08/2020;Málaga;Total confirmados;165;
23/08/2020;Málaga;Hospitalizados;12;
23/08/2020;Málaga;UCI;0;
23/08/2020;Málaga;Curados;10;
23/08/2020;Málaga;Fallecidos;0;
23/08/2020;Sevilla;Confirmados PCR;62;
23/08/2020;Sevilla;Total confirmados;62;
23/08/2020;Sevilla;Hospitalizados;8;
23/08/2020;Sevilla;UCI;0;
23/08/2020;Sevilla;Curados;0;
23/08/2020;Sevilla;Fallecidos;1;
22/08/2020;Andalucía;Confirmados PCR;668;
22/08/2020;Andalucía;Total confirmados;668;
22/08/2020;Andalucía;Hospitalizados;33;
22/08/2020;Andalucía;UCI;4;
22/08/2020;Andalucía;Curados;47;
22/08/2020;Andalucía;Fallecidos;2;
22/08/2020;Almería;Confirmados PCR;153;
22/08/2020;Almería;Total confirmados;153;
22/08/2020;Almería;Hospitalizados;8;
22/08/2020;Almería;UCI;0;
22/08/2020;Almería;Curados;15;
22/08/2020;Almería;Fallecidos;0;
22/08/2020;Cádiz;Confirmados PCR;43;
22/08/2020;Cádiz;Total confirmados;43;
22/08/2020;Cádiz;Hospitalizados;1;
22/08/2020;Cádiz;UCI;0;
22/08/2020;Cádiz;Curados;10;
22/08/2020;Cádiz;Fallecidos;0;
22/08/2020;Córdoba;Confirmados PCR;91;
22/08/2020;Córdoba;Total confirmados;91;
22/08/2020;Córdoba;Hospitalizados;3;
22/08/2020;Córdoba;UCI;1;
22/08/2020;Córdoba;Curados;14;
22/08/2020;Córdoba;Fallecidos;0;
22/08/2020;Granada;Confirmados PCR;71;
22/08/2020;Granada;Total confirmados;71;
22/08/2020;Granada;Hospitalizados;5;
22/08/2020;Granada;UCI;1;
22/08/2020;Granada;Curados;0;
22/08/2020;Granada;Fallecidos;1;
22/08/2020;Huelva;Confirmados PCR;10;
22/08/2020;Huelva;Total confirmados;10;
22/08/2020;Huelva;Hospitalizados;0;
22/08/2020;Huelva;UCI;0;
22/08/2020;Huelva;Curados;0;
22/08/2020;Huelva;Fallecidos;0;
22/08/2020;Jaén;Confirmados PCR;22;
22/08/2020;Jaén;Total confirmados;22;
22/08/2020;Jaén;Hospitalizados;2;
22/08/2020;Jaén;UCI;1;
22/08/2020;Jaén;Curados;4;
22/08/2020;Jaén;Fallecidos;1;
22/08/2020;Málaga;Confirmados PCR;182;
22/08/2020;Málaga;Total confirmados;182;
22/08/2020;Málaga;Hospitalizados;10;
22/08/2020;Málaga;UCI;1;
22/08/2020;Málaga;Curados;4;
22/08/2020;Málaga;Fallecidos;0;
22/08/2020;Sevilla;Confirmados PCR;96;
22/08/2020;Sevilla;Total confirmados;96;
22/08/2020;Sevilla;Hospitalizados;4;
22/08/2020;Sevilla;UCI;0;
22/08/2020;Sevilla;Curados;0;
22/08/2020;Sevilla;Fallecidos;0;
21/08/2020;Andalucía;Confirmados PCR;711;
21/08/2020;Andalucía;Total confirmados;712;
21/08/2020;Andalucía;Hospitalizados;35;
21/08/2020;Andalucía;UCI;3;
21/08/2020;Andalucía;Curados;111;
21/08/2020;Andalucía;Fallecidos;3;
21/08/2020;Almería;Confirmados PCR;144;
21/08/2020;Almería;Total confirmados;145;
21/08/2020;Almería;Hospitalizados;11;
21/08/2020;Almería;UCI;0;
21/08/2020;Almería;Curados;40;
21/08/2020;Almería;Fallecidos;0;
21/08/2020;Cádiz;Confirmados PCR;88;
21/08/2020;Cádiz;Total confirmados;88;
21/08/2020;Cádiz;Hospitalizados;1;
21/08/2020;Cádiz;UCI;0;
21/08/2020;Cádiz;Curados;34;
21/08/2020;Cádiz;Fallecidos;1;
21/08/2020;Córdoba;Confirmados PCR;67;
21/08/2020;Córdoba;Total confirmados;67;
21/08/2020;Córdoba;Hospitalizados;4;
21/08/2020;Córdoba;UCI;1;
21/08/2020;Córdoba;Curados;8;
21/08/2020;Córdoba;Fallecidos;0;
21/08/2020;Granada;Confirmados PCR;78;
21/08/2020;Granada;Total confirmados;78;
21/08/2020;Granada;Hospitalizados;3;
21/08/2020;Granada;UCI;0;
21/08/2020;Granada;Curados;0;
21/08/2020;Granada;Fallecidos;1;
21/08/2020;Huelva;Confirmados PCR;8;
21/08/2020;Huelva;Total confirmados;8;
21/08/2020;Huelva;Hospitalizados;1;
21/08/2020;Huelva;UCI;1;
21/08/2020;Huelva;Curados;0;
21/08/2020;Huelva;Fallecidos;0;
21/08/2020;Jaén;Confirmados PCR;25;
21/08/2020;Jaén;Total confirmados;25;
21/08/2020;Jaén;Hospitalizados;1;
21/08/2020;Jaén;UCI;0;
21/08/2020;Jaén;Curados;12;
21/08/2020;Jaén;Fallecidos;0;
21/08/2020;Málaga;Confirmados PCR;237;
21/08/2020;Málaga;Total confirmados;237;
21/08/2020;Málaga;Hospitalizados;12;
21/08/2020;Málaga;UCI;0;
21/08/2020;Málaga;Curados;17;
21/08/2020;Málaga;Fallecidos;1;
21/08/2020;Sevilla;Confirmados PCR;64;
21/08/2020;Sevilla;Total confirmados;64;
21/08/2020;Sevilla;Hospitalizados;2;
21/08/2020;Sevilla;UCI;1;
21/08/2020;Sevilla;Curados;0;
21/08/2020;Sevilla;Fallecidos;0;
20/08/2020;Andalucía;Confirmados PCR;706;
20/08/2020;Andalucía;Total confirmados;706;
20/08/2020;Andalucía;Hospitalizados;39;
20/08/2020;Andalucía;UCI;1;
20/08/2020;Andalucía;Curados;89;
20/08/2020;Andalucía;Fallecidos;4;
20/08/2020;Almería;Confirmados PCR;97;
20/08/2020;Almería;Total confirmados;97;
20/08/2020;Almería;Hospitalizados;8;
20/08/2020;Almería;UCI;1;
20/08/2020;Almería;Curados;16;
20/08/2020;Almería;Fallecidos;2;
20/08/2020;Cádiz;Confirmados PCR;106;
20/08/2020;Cádiz;Total confirmados;106;
20/08/2020;Cádiz;Hospitalizados;8;
20/08/2020;Cádiz;UCI;0;
20/08/2020;Cádiz;Curados;34;
20/08/2020;Cádiz;Fallecidos;1;
20/08/2020;Córdoba;Confirmados PCR;55;
20/08/2020;Córdoba;Total confirmados;55;
20/08/2020;Córdoba;Hospitalizados;5;
20/08/2020;Córdoba;UCI;0;
20/08/2020;Córdoba;Curados;3;
20/08/2020;Córdoba;Fallecidos;1;
20/08/2020;Granada;Confirmados PCR;66;
20/08/2020;Granada;Total confirmados;66;
20/08/2020;Granada;Hospitalizados;1;
20/08/2020;Granada;UCI;0;
20/08/2020;Granada;Curados;0;
20/08/2020;Granada;Fallecidos;0;
20/08/2020;Huelva;Confirmados PCR;19;
20/08/2020;Huelva;Total confirmados;19;
20/08/2020;Huelva;Hospitalizados;0;
20/08/2020;Huelva;UCI;0;
20/08/2020;Huelva;Curados;0;
20/08/2020;Huelva;Fallecidos;0;
20/08/2020;Jaén;Confirmados PCR;45;
20/08/2020;Jaén;Total confirmados;45;
20/08/2020;Jaén;Hospitalizados;1;
20/08/2020;Jaén;UCI;0;
20/08/2020;Jaén;Curados;28;
20/08/2020;Jaén;Fallecidos;0;
20/08/2020;Málaga;Confirmados PCR;217;
20/08/2020;Málaga;Total confirmados;217;
20/08/2020;Málaga;Hospitalizados;12;
20/08/2020;Málaga;UCI;0;
20/08/2020;Málaga;Curados;8;
20/08/2020;Málaga;Fallecidos;0;
20/08/2020;Sevilla;Confirmados PCR;101;
20/08/2020;Sevilla;Total confirmados;101;
20/08/2020;Sevilla;Hospitalizados;4;
20/08/2020;Sevilla;UCI;0;
20/08/2020;Sevilla;Curados;0;
20/08/2020;Sevilla;Fallecidos;0;
19/08/2020;Andalucía;Confirmados PCR;692;
19/08/2020;Andalucía;Total confirmados;693;
19/08/2020;Andalucía;Hospitalizados;44;
19/08/2020;Andalucía;UCI;6;
19/08/2020;Andalucía;Curados;126;
19/08/2020;Andalucía;Fallecidos;5;
19/08/2020;Almería;Confirmados PCR;135;
19/08/2020;Almería;Total confirmados;135;
19/08/2020;Almería;Hospitalizados;9;
19/08/2020;Almería;UCI;0;
19/08/2020;Almería;Curados;60;
19/08/2020;Almería;Fallecidos;1;
19/08/2020;Cádiz;Confirmados PCR;84;
19/08/2020;Cádiz;Total confirmados;84;
19/08/2020;Cádiz;Hospitalizados;3;
19/08/2020;Cádiz;UCI;3;
19/08/2020;Cádiz;Curados;29;
19/08/2020;Cádiz;Fallecidos;2;
19/08/2020;Córdoba;Confirmados PCR;93;
19/08/2020;Córdoba;Total confirmados;93;
19/08/2020;Córdoba;Hospitalizados;7;
19/08/2020;Córdoba;UCI;1;
19/08/2020;Córdoba;Curados;11;
19/08/2020;Córdoba;Fallecidos;0;
19/08/2020;Granada;Confirmados PCR;65;
19/08/2020;Granada;Total confirmados;65;
19/08/2020;Granada;Hospitalizados;6;
19/08/2020;Granada;UCI;0;
19/08/2020;Granada;Curados;1;
19/08/2020;Granada;Fallecidos;1;
19/08/2020;Huelva;Confirmados PCR;5;
19/08/2020;Huelva;Total confirmados;5;
19/08/2020;Huelva;Hospitalizados;0;
19/08/2020;Huelva;UCI;0;
19/08/2020;Huelva;Curados;0;
19/08/2020;Huelva;Fallecidos;0;
19/08/2020;Jaén;Confirmados PCR;17;
19/08/2020;Jaén;Total confirmados;17;
19/08/2020;Jaén;Hospitalizados;3;
19/08/2020;Jaén;UCI;0;
19/08/2020;Jaén;Curados;8;
19/08/2020;Jaén;Fallecidos;0;
19/08/2020;Málaga;Confirmados PCR;181;
19/08/2020;Málaga;Total confirmados;182;
19/08/2020;Málaga;Hospitalizados;11;
19/08/2020;Málaga;UCI;1;
19/08/2020;Málaga;Curados;10;
19/08/2020;Málaga;Fallecidos;1;
19/08/2020;Sevilla;Confirmados PCR;112;
19/08/2020;Sevilla;Total confirmados;112;
19/08/2020;Sevilla;Hospitalizados;5;
19/08/2020;Sevilla;UCI;1;
19/08/2020;Sevilla;Curados;7;
19/08/2020;Sevilla;Fallecidos;0;
18/08/2020;Andalucía;Confirmados PCR;609;
18/08/2020;Andalucía;Total confirmados;611;
18/08/2020;Andalucía;Hospitalizados;39;
18/08/2020;Andalucía;UCI;0;
18/08/2020;Andalucía;Curados;100;
18/08/2020;Andalucía;Fallecidos;5;
18/08/2020;Almería;Confirmados PCR;116;
18/08/2020;Almería;Total confirmados;116;
18/08/2020;Almería;Hospitalizados;10;
18/08/2020;Almería;UCI;0;
18/08/2020;Almería;Curados;37;
18/08/2020;Almería;Fallecidos;2;
18/08/2020;Cádiz;Confirmados PCR;84;
18/08/2020;Cádiz;Total confirmados;86;
18/08/2020;Cádiz;Hospitalizados;9;
18/08/2020;Cádiz;UCI;0;
18/08/2020;Cádiz;Curados;33;
18/08/2020;Cádiz;Fallecidos;0;
18/08/2020;Córdoba;Confirmados PCR;50;
18/08/2020;Córdoba;Total confirmados;50;
18/08/2020;Córdoba;Hospitalizados;2;
18/08/2020;Córdoba;UCI;0;
18/08/2020;Córdoba;Curados;5;
18/08/2020;Córdoba;Fallecidos;1;
18/08/2020;Granada;Confirmados PCR;63;
18/08/2020;Granada;Total confirmados;63;
18/08/2020;Granada;Hospitalizados;8;
18/08/2020;Granada;UCI;0;
18/08/2020;Granada;Curados;1;
18/08/2020;Granada;Fallecidos;1;
18/08/2020;Huelva;Confirmados PCR;14;
18/08/2020;Huelva;Total confirmados;14;
18/08/2020;Huelva;Hospitalizados;0;
18/08/2020;Huelva;UCI;0;
18/08/2020;Huelva;Curados;0;
18/08/2020;Huelva;Fallecidos;0;
18/08/2020;Jaén;Confirmados PCR;19;
18/08/2020;Jaén;Total confirmados;19;
18/08/2020;Jaén;Hospitalizados;0;
18/08/2020;Jaén;UCI;0;
18/08/2020;Jaén;Curados;13;
18/08/2020;Jaén;Fallecidos;0;
18/08/2020;Málaga;Confirmados PCR;198;
