Fecha;Territorio;Medida;Valor;
11/09/2020;Sevilla;Curados;3234;
10/09/2020;Andalucía;Confirmados PCR;38882;
10/09/2020;Andalucía;Confirmados PCR 14 días;10837;
10/09/2020;Andalucía;Confirmados PCR 7 días;4699;
10/09/2020;Andalucía;Total confirmados ;43783;
10/09/2020;Andalucía;Hospitalizados;7972;
10/09/2020;Andalucía;Total UCI;913;
10/09/2020;Andalucía;Fallecidos;1582;
10/09/2020;Andalucía;Curados;20095;
10/09/2020;Almería;Confirmados PCR;6092;
10/09/2020;Almería;Confirmados PCR 14 días;1823;
10/09/2020;Almería;Confirmados PCR 7 días;818;
10/09/2020;Almería;Total confirmados ;6370;
10/09/2020;Almería;Hospitalizados;617;
10/09/2020;Almería;Total UCI;86;
10/09/2020;Almería;Fallecidos;95;
10/09/2020;Almería;Curados;2826;
10/09/2020;Cádiz;Confirmados PCR;4213;
10/09/2020;Cádiz;Confirmados PCR 14 días;1402;
10/09/2020;Cádiz;Confirmados PCR 7 días;631;
10/09/2020;Cádiz;Total confirmados ;4541;
10/09/2020;Cádiz;Hospitalizados;762;
10/09/2020;Cádiz;Total UCI;98;
10/09/2020;Cádiz;Fallecidos;192;
10/09/2020;Cádiz;Curados;1973;
10/09/2020;Córdoba;Confirmados PCR;3694;
10/09/2020;Córdoba;Confirmados PCR 14 días;965;
10/09/2020;Córdoba;Confirmados PCR 7 días;402;
10/09/2020;Córdoba;Total confirmados ;4099;
10/09/2020;Córdoba;Hospitalizados;696;
10/09/2020;Córdoba;Total UCI;91;
10/09/2020;Córdoba;Fallecidos;124;
10/09/2020;Córdoba;Curados;1916;
10/09/2020;Granada;Confirmados PCR;5200;
10/09/2020;Granada;Confirmados PCR 14 días;1141;
10/09/2020;Granada;Confirmados PCR 7 días;539;
10/09/2020;Granada;Total confirmados ;6006;
10/09/2020;Granada;Hospitalizados;1389;
10/09/2020;Granada;Total UCI;142;
10/09/2020;Granada;Fallecidos;303;
10/09/2020;Granada;Curados;3052;
10/09/2020;Huelva;Confirmados PCR;851;
10/09/2020;Huelva;Confirmados PCR 14 días;224;
10/09/2020;Huelva;Confirmados PCR 7 días;119;
10/09/2020;Huelva;Total confirmados ;978;
10/09/2020;Huelva;Hospitalizados;237;
10/09/2020;Huelva;Total UCI;33;
10/09/2020;Huelva;Fallecidos;52;
10/09/2020;Huelva;Curados;523;
10/09/2020;Jaén;Confirmados PCR;2795;
10/09/2020;Jaén;Confirmados PCR 14 días;706;
10/09/2020;Jaén;Confirmados PCR 7 días;343;
10/09/2020;Jaén;Total confirmados ;3292;
10/09/2020;Jaén;Hospitalizados;852;
10/09/2020;Jaén;Total UCI;100;
10/09/2020;Jaén;Fallecidos;196;
10/09/2020;Jaén;Curados;2132;
10/09/2020;Málaga;Confirmados PCR;10025;
10/09/2020;Málaga;Confirmados PCR 14 días;2845;
10/09/2020;Málaga;Confirmados PCR 7 días;992;
10/09/2020;Málaga;Total confirmados ;11811;
10/09/2020;Málaga;Hospitalizados;1950;
10/09/2020;Málaga;Total UCI;190;
10/09/2020;Málaga;Fallecidos;315;
10/09/2020;Málaga;Curados;4439;
10/09/2020;Sevilla;Confirmados PCR;6012;
10/09/2020;Sevilla;Confirmados PCR 14 días;1731;
10/09/2020;Sevilla;Confirmados PCR 7 días;855;
10/09/2020;Sevilla;Total confirmados ;6686;
10/09/2020;Sevilla;Hospitalizados;1469;
10/09/2020;Sevilla;Total UCI;173;
10/09/2020;Sevilla;Fallecidos;305;
10/09/2020;Sevilla;Curados;3234;
09/09/2020;Andalucía;Confirmados PCR;37905;
09/09/2020;Andalucía;Confirmados PCR 14 días;10864;
09/09/2020;Andalucía;Confirmados PCR 7 días;4775;
09/09/2020;Andalucía;Total confirmados ;42805;
09/09/2020;Andalucía;Hospitalizados;7874;
09/09/2020;Andalucía;Total UCI;903;
09/09/2020;Andalucía;Fallecidos;1566;
09/09/2020;Andalucía;Curados;19882;
09/09/2020;Almería;Confirmados PCR;5936;
09/09/2020;Almería;Confirmados PCR 14 días;1823;
09/09/2020;Almería;Confirmados PCR 7 días;827;
09/09/2020;Almería;Total confirmados ;6214;
09/09/2020;Almería;Hospitalizados;617;
09/09/2020;Almería;Total UCI;85;
09/09/2020;Almería;Fallecidos;92;
09/09/2020;Almería;Curados;2736;
09/09/2020;Cádiz;Confirmados PCR;4094;
09/09/2020;Cádiz;Confirmados PCR 14 días;1384;
09/09/2020;Cádiz;Confirmados PCR 7 días;642;
09/09/2020;Cádiz;Total confirmados ;4422;
09/09/2020;Cádiz;Hospitalizados;755;
09/09/2020;Cádiz;Total UCI;97;
09/09/2020;Cádiz;Fallecidos;191;
09/09/2020;Cádiz;Curados;1899;
09/09/2020;Córdoba;Confirmados PCR;3634;
09/09/2020;Córdoba;Confirmados PCR 14 días;1002;
09/09/2020;Córdoba;Confirmados PCR 7 días;443;
09/09/2020;Córdoba;Total confirmados ;4038;
09/09/2020;Córdoba;Hospitalizados;691;
09/09/2020;Córdoba;Total UCI;90;
09/09/2020;Córdoba;Fallecidos;124;
09/09/2020;Córdoba;Curados;1915;
09/09/2020;Granada;Confirmados PCR;5124;
09/09/2020;Granada;Confirmados PCR 14 días;1174;
09/09/2020;Granada;Confirmados PCR 7 días;587;
09/09/2020;Granada;Total confirmados ;5930;
09/09/2020;Granada;Hospitalizados;1378;
09/09/2020;Granada;Total UCI;142;
09/09/2020;Granada;Fallecidos;302;
09/09/2020;Granada;Curados;3051;
09/09/2020;Huelva;Confirmados PCR;843;
09/09/2020;Huelva;Confirmados PCR 14 días;223;
09/09/2020;Huelva;Confirmados PCR 7 días;126;
09/09/2020;Huelva;Total confirmados ;970;
09/09/2020;Huelva;Hospitalizados;237;
09/09/2020;Huelva;Total UCI;33;
09/09/2020;Huelva;Fallecidos;52;
09/09/2020;Huelva;Curados;519;
09/09/2020;Jaén;Confirmados PCR;2704;
09/09/2020;Jaén;Confirmados PCR 14 días;663;
09/09/2020;Jaén;Confirmados PCR 7 días;332;
09/09/2020;Jaén;Total confirmados ;3202;
09/09/2020;Jaén;Hospitalizados;837;
09/09/2020;Jaén;Total UCI;98;
09/09/2020;Jaén;Fallecidos;194;
09/09/2020;Jaén;Curados;2119;
09/09/2020;Málaga;Confirmados PCR;9733;
09/09/2020;Málaga;Confirmados PCR 14 días;2910;
09/09/2020;Málaga;Confirmados PCR 7 días;998;
09/09/2020;Málaga;Total confirmados ;11518;
09/09/2020;Málaga;Hospitalizados;1920;
09/09/2020;Málaga;Total UCI;187;
09/09/2020;Málaga;Fallecidos;308;
09/09/2020;Málaga;Curados;4420;
09/09/2020;Sevilla;Confirmados PCR;5837;
09/09/2020;Sevilla;Confirmados PCR 14 días;1685;
09/09/2020;Sevilla;Confirmados PCR 7 días;820;
09/09/2020;Sevilla;Total confirmados ;6511;
09/09/2020;Sevilla;Hospitalizados;1439;
09/09/2020;Sevilla;Total UCI;171;
09/09/2020;Sevilla;Fallecidos;303;
09/09/2020;Sevilla;Curados;3223;
08/09/2020;Andalucía;Confirmados PCR;37124;
08/09/2020;Andalucía;Confirmados PCR 14 días;10856;
08/09/2020;Andalucía;Confirmados PCR 7 días;4876;
08/09/2020;Andalucía;Total confirmados ;42024;
08/09/2020;Andalucía;Hospitalizados;7809;
08/09/2020;Andalucía;Total UCI;901;
08/09/2020;Andalucía;Fallecidos;1561;
08/09/2020;Andalucía;Curados;19627;
08/09/2020;Almería;Confirmados PCR;5849;
08/09/2020;Almería;Confirmados PCR 14 días;1855;
08/09/2020;Almería;Confirmados PCR 7 días;855;
08/09/2020;Almería;Total confirmados ;6127;
08/09/2020;Almería;Hospitalizados;612;
08/09/2020;Almería;Total UCI;85;
08/09/2020;Almería;Fallecidos;89;
08/09/2020;Almería;Curados;2570;
08/09/2020;Cádiz;Confirmados PCR;3985;
08/09/2020;Cádiz;Confirmados PCR 14 días;1366;
08/09/2020;Cádiz;Confirmados PCR 7 días;661;
08/09/2020;Cádiz;Total confirmados ;4313;
08/09/2020;Cádiz;Hospitalizados;744;
08/09/2020;Cádiz;Total UCI;96;
08/09/2020;Cádiz;Fallecidos;190;
08/09/2020;Cádiz;Curados;1884;
08/09/2020;Córdoba;Confirmados PCR;3583;
08/09/2020;Córdoba;Confirmados PCR 14 días;1020;
08/09/2020;Córdoba;Confirmados PCR 7 días;465;
08/09/2020;Córdoba;Total confirmados ;3987;
08/09/2020;Córdoba;Hospitalizados;685;
08/09/2020;Córdoba;Total UCI;89;
08/09/2020;Córdoba;Fallecidos;124;
08/09/2020;Córdoba;Curados;1915;
08/09/2020;Granada;Confirmados PCR;4949;
08/09/2020;Granada;Confirmados PCR 14 días;1086;
08/09/2020;Granada;Confirmados PCR 7 días;542;
08/09/2020;Granada;Total confirmados ;5755;
08/09/2020;Granada;Hospitalizados;1369;
08/09/2020;Granada;Total UCI;142;
08/09/2020;Granada;Fallecidos;302;
08/09/2020;Granada;Curados;3051;
08/09/2020;Huelva;Confirmados PCR;811;
08/09/2020;Huelva;Confirmados PCR 14 días;207;
08/09/2020;Huelva;Confirmados PCR 7 días;110;
08/09/2020;Huelva;Total confirmados ;938;
08/09/2020;Huelva;Hospitalizados;236;
08/09/2020;Huelva;Total UCI;33;
08/09/2020;Huelva;Fallecidos;52;
08/09/2020;Huelva;Curados;519;
08/09/2020;Jaén;Confirmados PCR;2662;
08/09/2020;Jaén;Confirmados PCR 14 días;665;
08/09/2020;Jaén;Confirmados PCR 7 días;347;
08/09/2020;Jaén;Total confirmados ;3160;
08/09/2020;Jaén;Hospitalizados;835;
08/09/2020;Jaén;Total UCI;98;
08/09/2020;Jaén;Fallecidos;194;
08/09/2020;Jaén;Curados;2061;
08/09/2020;Málaga;Confirmados PCR;9598;
08/09/2020;Málaga;Confirmados PCR 14 días;3025;
08/09/2020;Málaga;Confirmados PCR 7 días;1111;
08/09/2020;Málaga;Total confirmados ;11383;
08/09/2020;Málaga;Hospitalizados;1908;
08/09/2020;Málaga;Total UCI;187;
08/09/2020;Málaga;Fallecidos;307;
08/09/2020;Málaga;Curados;4405;
08/09/2020;Sevilla;Confirmados PCR;5687;
08/09/2020;Sevilla;Confirmados PCR 14 días;1632;
08/09/2020;Sevilla;Confirmados PCR 7 días;785;
08/09/2020;Sevilla;Total confirmados ;6361;
08/09/2020;Sevilla;Hospitalizados;1420;
08/09/2020;Sevilla;Total UCI;171;
08/09/2020;Sevilla;Fallecidos;303;
08/09/2020;Sevilla;Curados;3222;
07/09/2020;Andalucía;Confirmados PCR;36081;
07/09/2020;Andalucía;Confirmados PCR 14 días;10435;
07/09/2020;Andalucía;Confirmados PCR 7 días;4728;
07/09/2020;Andalucía;Total confirmados ;40985;
07/09/2020;Andalucía;Hospitalizados;7730;
07/09/2020;Andalucía;Total UCI;896;
07/09/2020;Andalucía;Fallecidos;1553;
07/09/2020;Andalucía;Curados;19318;
07/09/2020;Almería;Confirmados PCR;5656;
07/09/2020;Almería;Confirmados PCR 14 días;1770;
07/09/2020;Almería;Confirmados PCR 7 días;803;
07/09/2020;Almería;Total confirmados ;5936;
07/09/2020;Almería;Hospitalizados;606;
07/09/2020;Almería;Total UCI;85;
07/09/2020;Almería;Fallecidos;88;
07/09/2020;Almería;Curados;2432;
07/09/2020;Cádiz;Confirmados PCR;3882;
07/09/2020;Cádiz;Confirmados PCR 14 días;1334;
07/09/2020;Cádiz;Confirmados PCR 7 días;648;
07/09/2020;Cádiz;Total confirmados ;4210;
07/09/2020;Cádiz;Hospitalizados;742;
07/09/2020;Cádiz;Total UCI;95;
07/09/2020;Cádiz;Fallecidos;190;
07/09/2020;Cádiz;Curados;1828;
07/09/2020;Córdoba;Confirmados PCR;3546;
07/09/2020;Córdoba;Confirmados PCR 14 días;1022;
07/09/2020;Córdoba;Confirmados PCR 7 días;529;
07/09/2020;Córdoba;Total confirmados ;3951;
07/09/2020;Córdoba;Hospitalizados;682;
07/09/2020;Córdoba;Total UCI;88;
07/09/2020;Córdoba;Fallecidos;124;
07/09/2020;Córdoba;Curados;1866;
07/09/2020;Granada;Confirmados PCR;4783;
07/09/2020;Granada;Confirmados PCR 14 días;976;
07/09/2020;Granada;Confirmados PCR 7 días;455;
07/09/2020;Granada;Total confirmados ;5589;
07/09/2020;Granada;Hospitalizados;1360;
07/09/2020;Granada;Total UCI;142;
07/09/2020;Granada;Fallecidos;302;
07/09/2020;Granada;Curados;3047;
07/09/2020;Huelva;Confirmados PCR;797;
07/09/2020;Huelva;Confirmados PCR 14 días;195;
07/09/2020;Huelva;Confirmados PCR 7 días;100;
07/09/2020;Huelva;Total confirmados ;924;
07/09/2020;Huelva;Hospitalizados;235;
07/09/2020;Huelva;Total UCI;33;
07/09/2020;Huelva;Fallecidos;52;
07/09/2020;Huelva;Curados;519;
07/09/2020;Jaén;Confirmados PCR;2590;
07/09/2020;Jaén;Confirmados PCR 14 días;634;
07/09/2020;Jaén;Confirmados PCR 7 días;310;
07/09/2020;Jaén;Total confirmados ;3090;
07/09/2020;Jaén;Hospitalizados;831;
07/09/2020;Jaén;Total UCI;98;
07/09/2020;Jaén;Fallecidos;194;
07/09/2020;Jaén;Curados;2036;
07/09/2020;Málaga;Confirmados PCR;9291;
07/09/2020;Málaga;Confirmados PCR 14 días;2923;
07/09/2020;Málaga;Confirmados PCR 7 días;1114;
07/09/2020;Málaga;Total confirmados ;11075;
07/09/2020;Málaga;Hospitalizados;1876;
07/09/2020;Málaga;Total UCI;187;
07/09/2020;Málaga;Fallecidos;303;
07/09/2020;Málaga;Curados;4385;
07/09/2020;Sevilla;Confirmados PCR;5536;
07/09/2020;Sevilla;Confirmados PCR 14 días;1581;
07/09/2020;Sevilla;Confirmados PCR 7 días;769;
07/09/2020;Sevilla;Total confirmados ;6210;
07/09/2020;Sevilla;Hospitalizados;1398;
07/09/2020;Sevilla;Total UCI;168;
07/09/2020;Sevilla;Fallecidos;300;
07/09/2020;Sevilla;Curados;3205;
06/09/2020;Andalucía;Confirmados PCR;35420;
06/09/2020;Andalucía;Confirmados PCR 14 días;10406;
06/09/2020;Andalucía;Confirmados PCR 7 días;4821;
06/09/2020;Andalucía;Total confirmados ;40322;
06/09/2020;Andalucía;Hospitalizados;7678;
06/09/2020;Andalucía;Total UCI;892;
06/09/2020;Andalucía;Fallecidos;1544;
06/09/2020;Andalucía;Curados;19171;
06/09/2020;Almería;Confirmados PCR;5531;
06/09/2020;Almería;Confirmados PCR 14 días;1801;
06/09/2020;Almería;Confirmados PCR 7 días;791;
06/09/2020;Almería;Total confirmados ;5811;
06/09/2020;Almería;Hospitalizados;600;
06/09/2020;Almería;Total UCI;85;
06/09/2020;Almería;Fallecidos;87;
06/09/2020;Almería;Curados;2341;
06/09/2020;Cádiz;Confirmados PCR;3784;
06/09/2020;Cádiz;Confirmados PCR 14 días;1317;
06/09/2020;Cádiz;Confirmados PCR 7 días;620;
06/09/2020;Cádiz;Total confirmados ;4112;
06/09/2020;Cádiz;Hospitalizados;731;
06/09/2020;Cádiz;Total UCI;95;
06/09/2020;Cádiz;Fallecidos;186;
06/09/2020;Cádiz;Curados;1803;
06/09/2020;Córdoba;Confirmados PCR;3492;
06/09/2020;Córdoba;Confirmados PCR 14 días;1061;
06/09/2020;Córdoba;Confirmados PCR 7 días;517;
06/09/2020;Córdoba;Total confirmados ;3897;
06/09/2020;Córdoba;Hospitalizados;673;
06/09/2020;Córdoba;Total UCI;86;
06/09/2020;Córdoba;Fallecidos;124;
06/09/2020;Córdoba;Curados;1866;
06/09/2020;Granada;Confirmados PCR;4712;
06/09/2020;Granada;Confirmados PCR 14 días;959;
06/09/2020;Granada;Confirmados PCR 7 días;473;
06/09/2020;Granada;Total confirmados ;5518;
06/09/2020;Granada;Hospitalizados;1356;
06/09/2020;Granada;Total UCI;142;
06/09/2020;Granada;Fallecidos;300;
06/09/2020;Granada;Curados;3047;
06/09/2020;Huelva;Confirmados PCR;790;
06/09/2020;Huelva;Confirmados PCR 14 días;195;
06/09/2020;Huelva;Confirmados PCR 7 días;109;
06/09/2020;Huelva;Total confirmados ;917;
06/09/2020;Huelva;Hospitalizados;236;
06/09/2020;Huelva;Total UCI;33;
06/09/2020;Huelva;Fallecidos;52;
06/09/2020;Huelva;Curados;519;
06/09/2020;Jaén;Confirmados PCR;2541;
06/09/2020;Jaén;Confirmados PCR 14 días;611;
06/09/2020;Jaén;Confirmados PCR 7 días;294;
06/09/2020;Jaén;Total confirmados ;3039;
06/09/2020;Jaén;Hospitalizados;831;
06/09/2020;Jaén;Total UCI;98;
06/09/2020;Jaén;Fallecidos;194;
06/09/2020;Jaén;Curados;2036;
06/09/2020;Málaga;Confirmados PCR;9165;
06/09/2020;Málaga;Confirmados PCR 14 días;2949;
06/09/2020;Málaga;Confirmados PCR 7 días;1282;
06/09/2020;Málaga;Total confirmados ;10949;
06/09/2020;Málaga;Hospitalizados;1860;
06/09/2020;Málaga;Total UCI;186;
06/09/2020;Málaga;Fallecidos;302;
06/09/2020;Málaga;Curados;4382;
06/09/2020;Sevilla;Confirmados PCR;5405;
06/09/2020;Sevilla;Confirmados PCR 14 días;1513;
06/09/2020;Sevilla;Confirmados PCR 7 días;735;
06/09/2020;Sevilla;Total confirmados ;6079;
06/09/2020;Sevilla;Hospitalizados;1391;
06/09/2020;Sevilla;Total UCI;167;
06/09/2020;Sevilla;Fallecidos;299;
06/09/2020;Sevilla;Curados;3177;
05/09/2020;Andalucía;Confirmados PCR;34740;
05/09/2020;Andalucía;Confirmados PCR 14 días;10382;
05/09/2020;Andalucía;Confirmados PCR 7 días;4951;
05/09/2020;Andalucía;Total confirmados ;39641;
05/09/2020;Andalucía;Hospitalizados;7637;
05/09/2020;Andalucía;Total UCI;892;
05/09/2020;Andalucía;Fallecidos;1538;
05/09/2020;Andalucía;Curados;19026;
05/09/2020;Almería;Confirmados PCR;5449;
05/09/2020;Almería;Confirmados PCR 14 días;1873;
05/09/2020;Almería;Confirmados PCR 7 días;908;
05/09/2020;Almería;Total confirmados ;5729;
05/09/2020;Almería;Hospitalizados;595;
05/09/2020;Almería;Total UCI;85;
05/09/2020;Almería;Fallecidos;85;
05/09/2020;Almería;Curados;2203;
05/09/2020;Cádiz;Confirmados PCR;3670;
05/09/2020;Cádiz;Confirmados PCR 14 días;1245;
05/09/2020;Cádiz;Confirmados PCR 7 días;619;
05/09/2020;Cádiz;Total confirmados ;3998;
05/09/2020;Cádiz;Hospitalizados;726;
05/09/2020;Cádiz;Total UCI;95;
05/09/2020;Cádiz;Fallecidos;184;
05/09/2020;Cádiz;Curados;1800;
05/09/2020;Córdoba;Confirmados PCR;3384;
05/09/2020;Córdoba;Confirmados PCR 14 días;1044;
05/09/2020;Córdoba;Confirmados PCR 7 días;493;
05/09/2020;Córdoba;Total confirmados ;3789;
05/09/2020;Córdoba;Hospitalizados;668;
05/09/2020;Córdoba;Total UCI;86;
05/09/2020;Córdoba;Fallecidos;123;
05/09/2020;Córdoba;Curados;1865;
05/09/2020;Granada;Confirmados PCR;4686;
05/09/2020;Granada;Confirmados PCR 14 días;999;
05/09/2020;Granada;Confirmados PCR 7 días;496;
05/09/2020;Granada;Total confirmados ;5492;
05/09/2020;Granada;Hospitalizados;1351;
05/09/2020;Granada;Total UCI;142;
05/09/2020;Granada;Fallecidos;300;
05/09/2020;Granada;Curados;3047;
05/09/2020;Huelva;Confirmados PCR;758;
05/09/2020;Huelva;Confirmados PCR 14 días;173;
05/09/2020;Huelva;Confirmados PCR 7 días;97;
05/09/2020;Huelva;Total confirmados ;885;
05/09/2020;Huelva;Hospitalizados;236;
05/09/2020;Huelva;Total UCI;33;
05/09/2020;Huelva;Fallecidos;52;
05/09/2020;Huelva;Curados;519;
05/09/2020;Jaén;Confirmados PCR;2478;
05/09/2020;Jaén;Confirmados PCR 14 días;570;
05/09/2020;Jaén;Confirmados PCR 7 días;280;
05/09/2020;Jaén;Total confirmados ;2976;
05/09/2020;Jaén;Hospitalizados;830;
05/09/2020;Jaén;Total UCI;98;
05/09/2020;Jaén;Fallecidos;194;
05/09/2020;Jaén;Curados;2036;
05/09/2020;Málaga;Confirmados PCR;9012;
05/09/2020;Málaga;Confirmados PCR 14 días;2968;
05/09/2020;Málaga;Confirmados PCR 7 días;1324;
05/09/2020;Málaga;Total confirmados ;10795;
05/09/2020;Málaga;Hospitalizados;1846;
05/09/2020;Málaga;Total UCI;186;
05/09/2020;Málaga;Fallecidos;302;
05/09/2020;Málaga;Curados;4379;
05/09/2020;Sevilla;Confirmados PCR;5303;
05/09/2020;Sevilla;Confirmados PCR 14 días;1510;
05/09/2020;Sevilla;Confirmados PCR 7 días;734;
05/09/2020;Sevilla;Total confirmados ;5977;
05/09/2020;Sevilla;Hospitalizados;1385;
05/09/2020;Sevilla;Total UCI;167;
05/09/2020;Sevilla;Fallecidos;298;
05/09/2020;Sevilla;Curados;3177;
04/09/2020;Andalucía;Confirmados PCR;33710;
04/09/2020;Andalucía;Confirmados PCR 14 días;10038;
04/09/2020;Andalucía;Confirmados PCR 7 días;4859;
04/09/2020;Andalucía;Total confirmados ;38609;
04/09/2020;Andalucía;Hospitalizados;7532;
04/09/2020;Andalucía;Total UCI;883;
04/09/2020;Andalucía;Fallecidos;1531;
04/09/2020;Andalucía;Curados;18462;
04/09/2020;Almería;Confirmados PCR;5304;
04/09/2020;Almería;Confirmados PCR 14 días;1872;
04/09/2020;Almería;Confirmados PCR 7 días;838;
04/09/2020;Almería;Total confirmados ;5583;
04/09/2020;Almería;Hospitalizados;585;
04/09/2020;Almería;Total UCI;84;
04/09/2020;Almería;Fallecidos;84;
04/09/2020;Almería;Curados;1754;
04/09/2020;Cádiz;Confirmados PCR;3504;
04/09/2020;Cádiz;Confirmados PCR 14 días;1162;
04/09/2020;Cádiz;Confirmados PCR 7 días;578;
04/09/2020;Cádiz;Total confirmados ;3832;
04/09/2020;Cádiz;Hospitalizados;715;
04/09/2020;Cádiz;Total UCI;93;
04/09/2020;Cádiz;Fallecidos;183;
04/09/2020;Cádiz;Curados;1799;
04/09/2020;Córdoba;Confirmados PCR;3317;
04/09/2020;Córdoba;Confirmados PCR 14 días;1043;
04/09/2020;Córdoba;Confirmados PCR 7 días;522;
04/09/2020;Córdoba;Total confirmados ;3722;
04/09/2020;Córdoba;Hospitalizados;663;
04/09/2020;Córdoba;Total UCI;86;
04/09/2020;Córdoba;Fallecidos;122;
04/09/2020;Córdoba;Curados;1857;
04/09/2020;Granada;Confirmados PCR;4578;
04/09/2020;Granada;Confirmados PCR 14 días;970;
04/09/2020;Granada;Confirmados PCR 7 días;463;
04/09/2020;Granada;Total confirmados ;5384;
04/09/2020;Granada;Hospitalizados;1345;
04/09/2020;Granada;Total UCI;142;
04/09/2020;Granada;Fallecidos;299;
04/09/2020;Granada;Curados;3046;
04/09/2020;Huelva;Confirmados PCR;734;
04/09/2020;Huelva;Confirmados PCR 14 días;157;
04/09/2020;Huelva;Confirmados PCR 7 días;87;
04/09/2020;Huelva;Total confirmados ;861;
04/09/2020;Huelva;Hospitalizados;234;
04/09/2020;Huelva;Total UCI;32;
04/09/2020;Huelva;Fallecidos;52;
04/09/2020;Huelva;Curados;519;
04/09/2020;Jaén;Confirmados PCR;2460;
04/09/2020;Jaén;Confirmados PCR 14 días;577;
04/09/2020;Jaén;Confirmados PCR 7 días;322;
04/09/2020;Jaén;Total confirmados ;2958;
04/09/2020;Jaén;Hospitalizados;829;
04/09/2020;Jaén;Total UCI;97;
04/09/2020;Jaén;Fallecidos;194;
04/09/2020;Jaén;Curados;1975;
04/09/2020;Málaga;Confirmados PCR;8690;
04/09/2020;Málaga;Confirmados PCR 14 días;2868;
04/09/2020;Málaga;Confirmados PCR 7 días;1364;
04/09/2020;Málaga;Total confirmados ;10472;
04/09/2020;Málaga;Hospitalizados;1811;
04/09/2020;Málaga;Total UCI;182;
04/09/2020;Málaga;Fallecidos;299;
04/09/2020;Málaga;Curados;4336;
04/09/2020;Sevilla;Confirmados PCR;5123;
04/09/2020;Sevilla;Confirmados PCR 14 días;1389;
04/09/2020;Sevilla;Confirmados PCR 7 días;685;
04/09/2020;Sevilla;Total confirmados ;5797;
04/09/2020;Sevilla;Hospitalizados;1350;
04/09/2020;Sevilla;Total UCI;167;
04/09/2020;Sevilla;Fallecidos;298;
04/09/2020;Sevilla;Curados;3176;
03/09/2020;Andalucía;Confirmados PCR;32689;
03/09/2020;Andalucía;Confirmados PCR 14 días;9710;
03/09/2020;Andalucía;Confirmados PCR 7 días;4856;
03/09/2020;Andalucía;Total confirmados ;37586;
03/09/2020;Andalucía;Hospitalizados;7460;
03/09/2020;Andalucía;Total UCI;877;
03/09/2020;Andalucía;Fallecidos;1524;
03/09/2020;Andalucía;Curados;18285;
03/09/2020;Almería;Confirmados PCR;5147;
03/09/2020;Almería;Confirmados PCR 14 días;1811;
03/09/2020;Almería;Confirmados PCR 7 días;885;
03/09/2020;Almería;Total confirmados ;5425;
03/09/2020;Almería;Hospitalizados;576;
03/09/2020;Almería;Total UCI;84;
03/09/2020;Almería;Fallecidos;82;
03/09/2020;Almería;Curados;1669;
03/09/2020;Cádiz;Confirmados PCR;3391;
03/09/2020;Cádiz;Confirmados PCR 14 días;1160;
03/09/2020;Cádiz;Confirmados PCR 7 días;595;
03/09/2020;Cádiz;Total confirmados ;3719;
03/09/2020;Cádiz;Hospitalizados;711;
03/09/2020;Cádiz;Total UCI;93;
03/09/2020;Cádiz;Fallecidos;182;
03/09/2020;Cádiz;Curados;1795;
03/09/2020;Córdoba;Confirmados PCR;3202;
03/09/2020;Córdoba;Confirmados PCR 14 días;982;
