Fecha;Edad;Medida;Valor;
02/08/2021;De 12 a 19 años;Cobertura Pauta completa;1,6;
02/08/2021;De 5 a 11 años;Cobertura Pauta completa;;
30/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
30/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
30/07/2021;De 60 a 69 años;Cobertura Pauta completa;91;
30/07/2021;De 50 a 59 años;Cobertura Pauta completa;91,2;
30/07/2021;De 40 a 49 años;Cobertura Pauta completa;81,8;
30/07/2021;De 30 a 39 años;Cobertura Pauta completa;44,9;
30/07/2021;De 20 a 29 años;Cobertura Pauta completa;15,9;
30/07/2021;De 12 a 19 años;Cobertura Pauta completa;1,3;
30/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
29/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
29/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
29/07/2021;De 60 a 69 años;Cobertura Pauta completa;90,1;
29/07/2021;De 50 a 59 años;Cobertura Pauta completa;91;
29/07/2021;De 40 a 49 años;Cobertura Pauta completa;81,3;
29/07/2021;De 30 a 39 años;Cobertura Pauta completa;43,2;
29/07/2021;De 20 a 29 años;Cobertura Pauta completa;15,5;
29/07/2021;De 12 a 19 años;Cobertura Pauta completa;1,2;
29/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
28/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
28/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,2;
28/07/2021;De 60 a 69 años;Cobertura Pauta completa;89,4;
28/07/2021;De 50 a 59 años;Cobertura Pauta completa;90,9;
28/07/2021;De 40 a 49 años;Cobertura Pauta completa;80,9;
28/07/2021;De 30 a 39 años;Cobertura Pauta completa;41,7;
28/07/2021;De 20 a 29 años;Cobertura Pauta completa;15;
28/07/2021;De 12 a 19 años;Cobertura Pauta completa;1;
28/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
27/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
27/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,1;
27/07/2021;De 60 a 69 años;Cobertura Pauta completa;88,4;
27/07/2021;De 50 a 59 años;Cobertura Pauta completa;90,5;
27/07/2021;De 40 a 49 años;Cobertura Pauta completa;80,5;
27/07/2021;De 30 a 39 años;Cobertura Pauta completa;40,3;
27/07/2021;De 20 a 29 años;Cobertura Pauta completa;14,4;
27/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,9;
27/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
26/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
26/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,1;
26/07/2021;De 60 a 69 años;Cobertura Pauta completa;87,5;
26/07/2021;De 50 a 59 años;Cobertura Pauta completa;90,4;
26/07/2021;De 40 a 49 años;Cobertura Pauta completa;80;
26/07/2021;De 30 a 39 años;Cobertura Pauta completa;39,2;
26/07/2021;De 20 a 29 años;Cobertura Pauta completa;14,1;
26/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,9;
26/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
23/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
23/07/2021;De 70 a 79 años;Cobertura Pauta completa;99,1;
23/07/2021;De 60 a 69 años;Cobertura Pauta completa;85,8;
23/07/2021;De 50 a 59 años;Cobertura Pauta completa;90,2;
23/07/2021;De 40 a 49 años;Cobertura Pauta completa;78,8;
23/07/2021;De 30 a 39 años;Cobertura Pauta completa;36,5;
23/07/2021;De 20 a 29 años;Cobertura Pauta completa;13,6;
23/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
23/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
22/07/2021;De 80 y más;Cobertura Pauta completa;103,2;
22/07/2021;De 70 a 79 años;Cobertura Pauta completa;99;
22/07/2021;De 60 a 69 años;Cobertura Pauta completa;84,4;
22/07/2021;De 50 a 59 años;Cobertura Pauta completa;90;
22/07/2021;De 40 a 49 años;Cobertura Pauta completa;77,5;
22/07/2021;De 30 a 39 años;Cobertura Pauta completa;34,3;
22/07/2021;De 20 a 29 años;Cobertura Pauta completa;13,2;
22/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
22/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
21/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
21/07/2021;De 70 a 79 años;Cobertura Pauta completa;99;
21/07/2021;De 60 a 69 años;Cobertura Pauta completa;82,9;
21/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,8;
21/07/2021;De 40 a 49 años;Cobertura Pauta completa;76,3;
21/07/2021;De 30 a 39 años;Cobertura Pauta completa;32;
21/07/2021;De 20 a 29 años;Cobertura Pauta completa;12,8;
21/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
21/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
20/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
20/07/2021;De 70 a 79 años;Cobertura Pauta completa;99;
20/07/2021;De 60 a 69 años;Cobertura Pauta completa;81,7;
20/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,6;
20/07/2021;De 40 a 49 años;Cobertura Pauta completa;74,7;
20/07/2021;De 30 a 39 años;Cobertura Pauta completa;29,6;
20/07/2021;De 20 a 29 años;Cobertura Pauta completa;12,4;
20/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
20/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
19/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
19/07/2021;De 70 a 79 años;Cobertura Pauta completa;99;
19/07/2021;De 60 a 69 años;Cobertura Pauta completa;80,3;
19/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,4;
19/07/2021;De 40 a 49 años;Cobertura Pauta completa;73,3;
19/07/2021;De 30 a 39 años;Cobertura Pauta completa;27,6;
19/07/2021;De 20 a 29 años;Cobertura Pauta completa;12,1;
19/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
19/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
16/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
16/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,9;
16/07/2021;De 60 a 69 años;Cobertura Pauta completa;77,9;
16/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,9;
16/07/2021;De 40 a 49 años;Cobertura Pauta completa;71,4;
16/07/2021;De 30 a 39 años;Cobertura Pauta completa;25,4;
16/07/2021;De 20 a 29 años;Cobertura Pauta completa;12,2;
16/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,8;
16/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
15/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
15/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,9;
15/07/2021;De 60 a 69 años;Cobertura Pauta completa;75,9;
15/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,6;
15/07/2021;De 40 a 49 años;Cobertura Pauta completa;68,9;
15/07/2021;De 30 a 39 años;Cobertura Pauta completa;22,9;
15/07/2021;De 20 a 29 años;Cobertura Pauta completa;12;
15/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
15/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
14/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
14/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,9;
14/07/2021;De 60 a 69 años;Cobertura Pauta completa;74,2;
14/07/2021;De 50 a 59 años;Cobertura Pauta completa;89,3;
14/07/2021;De 40 a 49 años;Cobertura Pauta completa;66;
14/07/2021;De 30 a 39 años;Cobertura Pauta completa;20,8;
14/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,9;
14/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
14/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
13/07/2021;De 80 y más;Cobertura Pauta completa;103,1;
13/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,8;
13/07/2021;De 60 a 69 años;Cobertura Pauta completa;72,5;
13/07/2021;De 50 a 59 años;Cobertura Pauta completa;89;
13/07/2021;De 40 a 49 años;Cobertura Pauta completa;62,9;
13/07/2021;De 30 a 39 años;Cobertura Pauta completa;19,1;
13/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,7;
13/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
13/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
12/07/2021;De 80 y más;Cobertura Pauta completa;103;
12/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,8;
12/07/2021;De 60 a 69 años;Cobertura Pauta completa;71,4;
12/07/2021;De 50 a 59 años;Cobertura Pauta completa;88,6;
12/07/2021;De 40 a 49 años;Cobertura Pauta completa;59,4;
12/07/2021;De 30 a 39 años;Cobertura Pauta completa;17,5;
12/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,6;
12/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
12/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/07/2021;De 80 y más;Cobertura Pauta completa;103;
09/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,8;
09/07/2021;De 60 a 69 años;Cobertura Pauta completa;68,1;
09/07/2021;De 50 a 59 años;Cobertura Pauta completa;88,1;
09/07/2021;De 40 a 49 años;Cobertura Pauta completa;55,3;
09/07/2021;De 30 a 39 años;Cobertura Pauta completa;16,4;
09/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,5;
09/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
09/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
08/07/2021;De 80 y más;Cobertura Pauta completa;103;
08/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,7;
08/07/2021;De 60 a 69 años;Cobertura Pauta completa;65,9;
08/07/2021;De 50 a 59 años;Cobertura Pauta completa;87,6;
08/07/2021;De 40 a 49 años;Cobertura Pauta completa;51,2;
08/07/2021;De 30 a 39 años;Cobertura Pauta completa;15,6;
08/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,4;
08/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
08/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
07/07/2021;De 80 y más;Cobertura Pauta completa;103;
07/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,7;
07/07/2021;De 60 a 69 años;Cobertura Pauta completa;63,7;
07/07/2021;De 50 a 59 años;Cobertura Pauta completa;87;
07/07/2021;De 40 a 49 años;Cobertura Pauta completa;46,7;
07/07/2021;De 30 a 39 años;Cobertura Pauta completa;15,1;
07/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,3;
07/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,7;
07/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
06/07/2021;De 80 y más;Cobertura Pauta completa;103;
06/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,7;
06/07/2021;De 60 a 69 años;Cobertura Pauta completa;61,9;
06/07/2021;De 50 a 59 años;Cobertura Pauta completa;86,3;
06/07/2021;De 40 a 49 años;Cobertura Pauta completa;42,4;
06/07/2021;De 30 a 39 años;Cobertura Pauta completa;14,8;
06/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,2;
06/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
06/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
05/07/2021;De 80 y más;Cobertura Pauta completa;103;
05/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,6;
05/07/2021;De 60 a 69 años;Cobertura Pauta completa;60;
05/07/2021;De 50 a 59 años;Cobertura Pauta completa;85,5;
05/07/2021;De 40 a 49 años;Cobertura Pauta completa;39;
05/07/2021;De 30 a 39 años;Cobertura Pauta completa;14,6;
05/07/2021;De 20 a 29 años;Cobertura Pauta completa;11,1;
05/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
05/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/07/2021;De 80 y más;Cobertura Pauta completa;102,9;
02/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,6;
02/07/2021;De 60 a 69 años;Cobertura Pauta completa;55,6;
02/07/2021;De 50 a 59 años;Cobertura Pauta completa;84;
02/07/2021;De 40 a 49 años;Cobertura Pauta completa;34,1;
02/07/2021;De 30 a 39 años;Cobertura Pauta completa;14,1;
02/07/2021;De 20 a 29 años;Cobertura Pauta completa;10,9;
02/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
02/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
01/07/2021;De 80 y más;Cobertura Pauta completa;102,9;
01/07/2021;De 70 a 79 años;Cobertura Pauta completa;98,5;
01/07/2021;De 60 a 69 años;Cobertura Pauta completa;52,9;
01/07/2021;De 50 a 59 años;Cobertura Pauta completa;82,6;
01/07/2021;De 40 a 49 años;Cobertura Pauta completa;30,2;
01/07/2021;De 30 a 39 años;Cobertura Pauta completa;13,8;
01/07/2021;De 20 a 29 años;Cobertura Pauta completa;10,8;
01/07/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
01/07/2021;De 5 a 11 años;Cobertura Pauta completa;;
30/06/2021;De 80 y más;Cobertura Pauta completa;102,9;
30/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,5;
30/06/2021;De 60 a 69 años;Cobertura Pauta completa;49,5;
30/06/2021;De 50 a 59 años;Cobertura Pauta completa;80,9;
30/06/2021;De 40 a 49 años;Cobertura Pauta completa;26,7;
30/06/2021;De 30 a 39 años;Cobertura Pauta completa;13,6;
30/06/2021;De 20 a 29 años;Cobertura Pauta completa;10,6;
30/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
30/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
29/06/2021;De 80 y más;Cobertura Pauta completa;102,9;
29/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,4;
29/06/2021;De 60 a 69 años;Cobertura Pauta completa;46,6;
29/06/2021;De 50 a 59 años;Cobertura Pauta completa;79;
29/06/2021;De 40 a 49 años;Cobertura Pauta completa;23,8;
29/06/2021;De 30 a 39 años;Cobertura Pauta completa;13,3;
29/06/2021;De 20 a 29 años;Cobertura Pauta completa;10,5;
29/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
29/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
28/06/2021;De 80 y más;Cobertura Pauta completa;102,8;
28/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,4;
28/06/2021;De 60 a 69 años;Cobertura Pauta completa;43,7;
28/06/2021;De 50 a 59 años;Cobertura Pauta completa;77;
28/06/2021;De 40 a 49 años;Cobertura Pauta completa;21,7;
28/06/2021;De 30 a 39 años;Cobertura Pauta completa;13,1;
28/06/2021;De 20 a 29 años;Cobertura Pauta completa;10,4;
28/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,6;
28/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
25/06/2021;De 80 y más;Cobertura Pauta completa;102,8;
25/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,3;
25/06/2021;De 60 a 69 años;Cobertura Pauta completa;37,7;
25/06/2021;De 50 a 59 años;Cobertura Pauta completa;73,6;
25/06/2021;De 40 a 49 años;Cobertura Pauta completa;19,3;
25/06/2021;De 30 a 39 años;Cobertura Pauta completa;12,9;
25/06/2021;De 20 a 29 años;Cobertura Pauta completa;10,2;
25/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,5;
25/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
24/06/2021;De 80 y más;Cobertura Pauta completa;102,8;
24/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,2;
24/06/2021;De 60 a 69 años;Cobertura Pauta completa;35,1;
24/06/2021;De 50 a 59 años;Cobertura Pauta completa;70;
24/06/2021;De 40 a 49 años;Cobertura Pauta completa;17,9;
24/06/2021;De 30 a 39 años;Cobertura Pauta completa;12,6;
24/06/2021;De 20 a 29 años;Cobertura Pauta completa;10;
24/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,5;
24/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
23/06/2021;De 80 y más;Cobertura Pauta completa;102,8;
23/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,2;
23/06/2021;De 60 a 69 años;Cobertura Pauta completa;32,3;
23/06/2021;De 50 a 59 años;Cobertura Pauta completa;66,4;
23/06/2021;De 40 a 49 años;Cobertura Pauta completa;17;
23/06/2021;De 30 a 39 años;Cobertura Pauta completa;12,3;
23/06/2021;De 20 a 29 años;Cobertura Pauta completa;9,7;
23/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,5;
23/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
22/06/2021;De 80 y más;Cobertura Pauta completa;102,7;
22/06/2021;De 70 a 79 años;Cobertura Pauta completa;98,1;
22/06/2021;De 60 a 69 años;Cobertura Pauta completa;30,5;
22/06/2021;De 50 a 59 años;Cobertura Pauta completa;63,1;
22/06/2021;De 40 a 49 años;Cobertura Pauta completa;16,5;
22/06/2021;De 30 a 39 años;Cobertura Pauta completa;12,1;
22/06/2021;De 20 a 29 años;Cobertura Pauta completa;9,3;
22/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,5;
22/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
21/06/2021;De 80 y más;Cobertura Pauta completa;102,7;
21/06/2021;De 70 a 79 años;Cobertura Pauta completa;98;
21/06/2021;De 60 a 69 años;Cobertura Pauta completa;29,2;
21/06/2021;De 50 a 59 años;Cobertura Pauta completa;60,3;
21/06/2021;De 40 a 49 años;Cobertura Pauta completa;15,8;
21/06/2021;De 30 a 39 años;Cobertura Pauta completa;11,8;
21/06/2021;De 20 a 29 años;Cobertura Pauta completa;9;
21/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,5;
21/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
18/06/2021;De 80 y más;Cobertura Pauta completa;102,7;
18/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,9;
18/06/2021;De 60 a 69 años;Cobertura Pauta completa;27,8;
18/06/2021;De 50 a 59 años;Cobertura Pauta completa;56,7;
18/06/2021;De 40 a 49 años;Cobertura Pauta completa;15,3;
18/06/2021;De 30 a 39 años;Cobertura Pauta completa;11,4;
18/06/2021;De 20 a 29 años;Cobertura Pauta completa;8,5;
18/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
18/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
17/06/2021;De 80 y más;Cobertura Pauta completa;102,6;
17/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,8;
17/06/2021;De 60 a 69 años;Cobertura Pauta completa;27,2;
17/06/2021;De 50 a 59 años;Cobertura Pauta completa;53,4;
17/06/2021;De 40 a 49 años;Cobertura Pauta completa;14,8;
17/06/2021;De 30 a 39 años;Cobertura Pauta completa;11,1;
17/06/2021;De 20 a 29 años;Cobertura Pauta completa;8,1;
17/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
17/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
16/06/2021;De 80 y más;Cobertura Pauta completa;102,6;
16/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,7;
16/06/2021;De 60 a 69 años;Cobertura Pauta completa;26,8;
16/06/2021;De 50 a 59 años;Cobertura Pauta completa;49,9;
16/06/2021;De 40 a 49 años;Cobertura Pauta completa;14,4;
16/06/2021;De 30 a 39 años;Cobertura Pauta completa;10,9;
16/06/2021;De 20 a 29 años;Cobertura Pauta completa;7,9;
16/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
16/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
15/06/2021;De 80 y más;Cobertura Pauta completa;102,6;
15/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,6;
15/06/2021;De 60 a 69 años;Cobertura Pauta completa;26,4;
15/06/2021;De 50 a 59 años;Cobertura Pauta completa;46,9;
15/06/2021;De 40 a 49 años;Cobertura Pauta completa;14;
15/06/2021;De 30 a 39 años;Cobertura Pauta completa;10,7;
15/06/2021;De 20 a 29 años;Cobertura Pauta completa;7,7;
15/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
15/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
14/06/2021;De 80 y más;Cobertura Pauta completa;102,5;
14/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,5;
14/06/2021;De 60 a 69 años;Cobertura Pauta completa;26;
14/06/2021;De 50 a 59 años;Cobertura Pauta completa;44,8;
14/06/2021;De 40 a 49 años;Cobertura Pauta completa;13,7;
14/06/2021;De 30 a 39 años;Cobertura Pauta completa;10,6;
14/06/2021;De 20 a 29 años;Cobertura Pauta completa;7,6;
14/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
14/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
11/06/2021;De 80 y más;Cobertura Pauta completa;102,5;
11/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,3;
11/06/2021;De 60 a 69 años;Cobertura Pauta completa;25,4;
11/06/2021;De 50 a 59 años;Cobertura Pauta completa;40,8;
11/06/2021;De 40 a 49 años;Cobertura Pauta completa;13;
11/06/2021;De 30 a 39 años;Cobertura Pauta completa;10,3;
11/06/2021;De 20 a 29 años;Cobertura Pauta completa;7,3;
11/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
11/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
10/06/2021;De 80 y más;Cobertura Pauta completa;102,4;
10/06/2021;De 70 a 79 años;Cobertura Pauta completa;97,1;
10/06/2021;De 60 a 69 años;Cobertura Pauta completa;24,8;
10/06/2021;De 50 a 59 años;Cobertura Pauta completa;36,7;
10/06/2021;De 40 a 49 años;Cobertura Pauta completa;12,6;
10/06/2021;De 30 a 39 años;Cobertura Pauta completa;10,1;
10/06/2021;De 20 a 29 años;Cobertura Pauta completa;7,1;
10/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,4;
10/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
09/06/2021;De 80 y más;Cobertura Pauta completa;102,4;
09/06/2021;De 70 a 79 años;Cobertura Pauta completa;96,7;
09/06/2021;De 60 a 69 años;Cobertura Pauta completa;24,3;
09/06/2021;De 50 a 59 años;Cobertura Pauta completa;32,4;
09/06/2021;De 40 a 49 años;Cobertura Pauta completa;12,2;
09/06/2021;De 30 a 39 años;Cobertura Pauta completa;9,9;
09/06/2021;De 20 a 29 años;Cobertura Pauta completa;7;
09/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
09/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
08/06/2021;De 80 y más;Cobertura Pauta completa;102,3;
08/06/2021;De 70 a 79 años;Cobertura Pauta completa;96,4;
08/06/2021;De 60 a 69 años;Cobertura Pauta completa;23,8;
08/06/2021;De 50 a 59 años;Cobertura Pauta completa;28,8;
08/06/2021;De 40 a 49 años;Cobertura Pauta completa;11,9;
08/06/2021;De 30 a 39 años;Cobertura Pauta completa;9,7;
08/06/2021;De 20 a 29 años;Cobertura Pauta completa;6,9;
08/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
08/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
07/06/2021;De 80 y más;Cobertura Pauta completa;102,3;
07/06/2021;De 70 a 79 años;Cobertura Pauta completa;96,1;
07/06/2021;De 60 a 69 años;Cobertura Pauta completa;23,4;
07/06/2021;De 50 a 59 años;Cobertura Pauta completa;26,7;
07/06/2021;De 40 a 49 años;Cobertura Pauta completa;11,4;
07/06/2021;De 30 a 39 años;Cobertura Pauta completa;9,5;
07/06/2021;De 20 a 29 años;Cobertura Pauta completa;6,8;
07/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
07/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
04/06/2021;De 80 y más;Cobertura Pauta completa;102,2;
04/06/2021;De 70 a 79 años;Cobertura Pauta completa;95,8;
04/06/2021;De 60 a 69 años;Cobertura Pauta completa;22,8;
04/06/2021;De 50 a 59 años;Cobertura Pauta completa;23,2;
04/06/2021;De 40 a 49 años;Cobertura Pauta completa;10,4;
04/06/2021;De 30 a 39 años;Cobertura Pauta completa;8,8;
04/06/2021;De 20 a 29 años;Cobertura Pauta completa;6,3;
04/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
04/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
03/06/2021;De 80 y más;Cobertura Pauta completa;102,2;
03/06/2021;De 70 a 79 años;Cobertura Pauta completa;95,5;
03/06/2021;De 60 a 69 años;Cobertura Pauta completa;22,3;
03/06/2021;De 50 a 59 años;Cobertura Pauta completa;20,6;
03/06/2021;De 40 a 49 años;Cobertura Pauta completa;9,6;
03/06/2021;De 30 a 39 años;Cobertura Pauta completa;8,3;
03/06/2021;De 20 a 29 años;Cobertura Pauta completa;6;
03/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
03/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
02/06/2021;De 80 y más;Cobertura Pauta completa;102,1;
02/06/2021;De 70 a 79 años;Cobertura Pauta completa;95,1;
02/06/2021;De 60 a 69 años;Cobertura Pauta completa;21,9;
02/06/2021;De 50 a 59 años;Cobertura Pauta completa;17,4;
02/06/2021;De 40 a 49 años;Cobertura Pauta completa;9;
02/06/2021;De 30 a 39 años;Cobertura Pauta completa;7,8;
02/06/2021;De 20 a 29 años;Cobertura Pauta completa;5,8;
02/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
02/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
01/06/2021;De 80 y más;Cobertura Pauta completa;102;
01/06/2021;De 70 a 79 años;Cobertura Pauta completa;94,7;
01/06/2021;De 60 a 69 años;Cobertura Pauta completa;20,2;
01/06/2021;De 50 a 59 años;Cobertura Pauta completa;13,3;
01/06/2021;De 40 a 49 años;Cobertura Pauta completa;8,1;
01/06/2021;De 30 a 39 años;Cobertura Pauta completa;7,1;
01/06/2021;De 20 a 29 años;Cobertura Pauta completa;5,2;
01/06/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
01/06/2021;De 5 a 11 años;Cobertura Pauta completa;;
31/05/2021;De 80 y más;Cobertura Pauta completa;102;
31/05/2021;De 70 a 79 años;Cobertura Pauta completa;94,2;
31/05/2021;De 60 a 69 años;Cobertura Pauta completa;20,7;
31/05/2021;De 50 a 59 años;Cobertura Pauta completa;12,9;
31/05/2021;De 40 a 49 años;Cobertura Pauta completa;7,7;
31/05/2021;De 30 a 39 años;Cobertura Pauta completa;6,9;
31/05/2021;De 20 a 29 años;Cobertura Pauta completa;5,2;
31/05/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
31/05/2021;De 5 a 11 años;Cobertura Pauta completa;;
28/05/2021;De 80 y más;Cobertura Pauta completa;101,9;
28/05/2021;De 70 a 79 años;Cobertura Pauta completa;93,1;
28/05/2021;De 60 a 69 años;Cobertura Pauta completa;19,2;
28/05/2021;De 50 a 59 años;Cobertura Pauta completa;10,8;
28/05/2021;De 40 a 49 años;Cobertura Pauta completa;6,8;
28/05/2021;De 30 a 39 años;Cobertura Pauta completa;6,2;
28/05/2021;De 20 a 29 años;Cobertura Pauta completa;4,9;
28/05/2021;De 12 a 19 años;Cobertura Pauta completa;0,3;
28/05/2021;De 5 a 11 años;Cobertura Pauta completa;;
27/05/2021;De 80 y más;Cobertura Pauta completa;101,8;
27/05/2021;De 70 a 79 años;Cobertura Pauta completa;91,9;
27/05/2021;De 60 a 69 años;Cobertura Pauta completa;17,3;
27/05/2021;De 50 a 59 años;Cobertura Pauta completa;9,6;
27/05/2021;De 40 a 49 años;Cobertura Pauta completa;6,4;
