Lugar de residencia;Edad;Medida;Valor;
Benahadux;TOTAL;% Personas;81,94874060980999;
Benahadux;De 80 y más años;Nº personas;180;
Benahadux;De 80 y más años;% Personas;104,04624277456648;
Benahadux;De 70 a 79 años;Nº personas;251;
Benahadux;De 70 a 79 años;% Personas;122,4390243902439;
Benahadux;De 60 a 69 años;Nº personas;435;
Benahadux;De 60 a 69 años;% Personas;104,5673076923077;
Benahadux;De 50 a 59 años;Nº personas;566;
Benahadux;De 50 a 59 años;% Personas;99,8236331569665;
Benahadux;De 40 a 49 años;Nº personas;761;
Benahadux;De 40 a 49 años;% Personas;92,46658566221141;
Benahadux;De 30 a 39 años;Nº personas;583;
Benahadux;De 30 a 39 años;% Personas;83,16690442225392;
Benahadux;De 20 a 29 años;Nº personas;415;
Benahadux;De 20 a 29 años;% Personas;85,74380165289256;
Benahadux;De 12 a 19 años;Nº personas;408;
Benahadux;De 12 a 19 años;% Personas;92,9384965831435;
Benahadux;De 5 a 11 años;Nº personas;110;
Benahadux;De 5 a 11 años;% Personas;23,86117136659436;
Benitagla;TOTAL;Nº personas;21;
Benitagla;TOTAL;% Personas;35,59322033898305;
Benitagla;De 80 y más años;Nº personas;8;
Benitagla;De 80 y más años;% Personas;53,333333333333336;
Benitagla;De 70 a 79 años;Nº personas;7;
Benitagla;De 70 a 79 años;% Personas;77,77777777777777;
Benitagla;De 60 a 69 años;Nº personas;1;
Benitagla;De 60 a 69 años;% Personas;12,5;
Benitagla;De 50 a 59 años;Nº personas;3;
Benitagla;De 50 a 59 años;% Personas;33,333333333333336;
Benitagla;De 40 a 49 años;Nº personas;1;
Benitagla;De 40 a 49 años;% Personas;12,5;
Benitagla;De 30 a 39 años;Nº personas;;
Benitagla;De 30 a 39 años;% Personas;;
Benitagla;De 20 a 29 años;Nº personas;;
Benitagla;De 20 a 29 años;% Personas;;
Benitagla;De 12 a 19 años;Nº personas;;
Benitagla;De 12 a 19 años;% Personas;;
Benitagla;De 5 a 11 años;Nº personas;1;
Benitagla;De 5 a 11 años;% Personas;100;
Benizalón;TOTAL;Nº personas;135;
Benizalón;TOTAL;% Personas;51,330798479087456;
Benizalón;De 80 y más años;Nº personas;22;
Benizalón;De 80 y más años;% Personas;95,65217391304348;
Benizalón;De 70 a 79 años;Nº personas;28;
Benizalón;De 70 a 79 años;% Personas;73,6842105263158;
Benizalón;De 60 a 69 años;Nº personas;28;
Benizalón;De 60 a 69 años;% Personas;52,83018867924528;
Benizalón;De 50 a 59 años;Nº personas;16;
Benizalón;De 50 a 59 años;% Personas;32,6530612244898;
Benizalón;De 40 a 49 años;Nº personas;19;
Benizalón;De 40 a 49 años;% Personas;50;
Benizalón;De 30 a 39 años;Nº personas;11;
Benizalón;De 30 a 39 años;% Personas;45,833333333333336;
Benizalón;De 20 a 29 años;Nº personas;6;
Benizalón;De 20 a 29 años;% Personas;40;
Benizalón;De 12 a 19 años;Nº personas;5;
Benizalón;De 12 a 19 años;% Personas;45,45454545454545;
Benizalón;De 5 a 11 años;Nº personas;0;
Benizalón;De 5 a 11 años;% Personas;0;
Bentarique;TOTAL;Nº personas;199;
Bentarique;TOTAL;% Personas;83,26359832635983;
Bentarique;De 80 y más años;Nº personas;23;
Bentarique;De 80 y más años;% Personas;100;
Bentarique;De 70 a 79 años;Nº personas;32;
Bentarique;De 70 a 79 años;% Personas;100;
Bentarique;De 60 a 69 años;Nº personas;39;
Bentarique;De 60 a 69 años;% Personas;84,78260869565217;
Bentarique;De 50 a 59 años;Nº personas;26;
Bentarique;De 50 a 59 años;% Personas;83,87096774193549;
Bentarique;De 40 a 49 años;Nº personas;28;
Bentarique;De 40 a 49 años;% Personas;82,3529411764706;
Bentarique;De 30 a 39 años;Nº personas;23;
Bentarique;De 30 a 39 años;% Personas;69,6969696969697;
Bentarique;De 20 a 29 años;Nº personas;7;
Bentarique;De 20 a 29 años;% Personas;77,77777777777777;
Bentarique;De 12 a 19 años;Nº personas;18;
Bentarique;De 12 a 19 años;% Personas;112,5;
Bentarique;De 5 a 11 años;Nº personas;3;
Bentarique;De 5 a 11 años;% Personas;27,272727272727273;
Berja;TOTAL;Nº personas;10912;
Berja;TOTAL;% Personas;85,86717028643375;
Berja;De 80 y más años;Nº personas;712;
Berja;De 80 y más años;% Personas;112,30283911671924;
Berja;De 70 a 79 años;Nº personas;852;
Berja;De 70 a 79 años;% Personas;116,39344262295081;
Berja;De 60 a 69 años;Nº personas;1388;
Berja;De 60 a 69 años;% Personas;106,68716372021522;
Berja;De 50 a 59 años;Nº personas;1779;
Berja;De 50 a 59 años;% Personas;95,69661108122646;
Berja;De 40 a 49 años;Nº personas;1832;
Berja;De 40 a 49 años;% Personas;96,37033140452394;
Berja;De 30 a 39 años;Nº personas;1724;
Berja;De 30 a 39 años;% Personas;90,30906233630174;
Berja;De 20 a 29 años;Nº personas;1435;
Berja;De 20 a 29 años;% Personas;88,25338253382535;
Berja;De 12 a 19 años;Nº personas;1026;
Berja;De 12 a 19 años;% Personas;87,39352640545145;
Berja;De 5 a 11 años;Nº personas;164;
Berja;De 5 a 11 años;% Personas;17,22689075630252;
Canjáyar;TOTAL;Nº personas;937;
Canjáyar;TOTAL;% Personas;79,54159592529712;
Canjáyar;De 80 y más años;Nº personas;166;
Canjáyar;De 80 y más años;% Personas;107,79220779220779;
Canjáyar;De 70 a 79 años;Nº personas;124;
Canjáyar;De 70 a 79 años;% Personas;86,11111111111111;
Canjáyar;De 60 a 69 años;Nº personas;162;
Canjáyar;De 60 a 69 años;% Personas;88,04347826086956;
Canjáyar;De 50 a 59 años;Nº personas;160;
Canjáyar;De 50 a 59 años;% Personas;81,21827411167513;
Canjáyar;De 40 a 49 años;Nº personas;105;
Canjáyar;De 40 a 49 años;% Personas;75;
Canjáyar;De 30 a 39 años;Nº personas;82;
Canjáyar;De 30 a 39 años;% Personas;73,21428571428571;
Canjáyar;De 20 a 29 años;Nº personas;78;
Canjáyar;De 20 a 29 años;% Personas;64,46280991735537;
Canjáyar;De 12 a 19 años;Nº personas;54;
Canjáyar;De 12 a 19 años;% Personas;91,52542372881356;
Canjáyar;De 5 a 11 años;Nº personas;6;
Canjáyar;De 5 a 11 años;% Personas;12,76595744680851;
Cantoria;TOTAL;Nº personas;2684;
Cantoria;TOTAL;% Personas;75,66957992669862;
Cantoria;De 80 y más años;Nº personas;286;
Cantoria;De 80 y más años;% Personas;108,33333333333333;
Cantoria;De 70 a 79 años;Nº personas;393;
Cantoria;De 70 a 79 años;% Personas;78,75751503006012;
Cantoria;De 60 a 69 años;Nº personas;473;
Cantoria;De 60 a 69 años;% Personas;79,22948073701842;
Cantoria;De 50 a 59 años;Nº personas;454;
Cantoria;De 50 a 59 años;% Personas;80,92691622103386;
Cantoria;De 40 a 49 años;Nº personas;369;
Cantoria;De 40 a 49 años;% Personas;75,92592592592592;
Cantoria;De 30 a 39 años;Nº personas;272;
Cantoria;De 30 a 39 años;% Personas;81,437125748503;
Cantoria;De 20 a 29 años;Nº personas;215;
Cantoria;De 20 a 29 años;% Personas;73,63013698630137;
Cantoria;De 12 a 19 años;Nº personas;182;
Cantoria;De 12 a 19 años;% Personas;77,77777777777777;
Cantoria;De 5 a 11 años;Nº personas;40;
Cantoria;De 5 a 11 años;% Personas;23,529411764705884;
Carboneras;TOTAL;Nº personas;6797;
Carboneras;TOTAL;% Personas;83,06244653550043;
Carboneras;De 80 y más años;Nº personas;325;
Carboneras;De 80 y más años;% Personas;130,52208835341366;
Carboneras;De 70 a 79 años;Nº personas;706;
Carboneras;De 70 a 79 años;% Personas;115,73770491803279;
Carboneras;De 60 a 69 años;Nº personas;994;
Carboneras;De 60 a 69 años;% Personas;100,50556117290192;
Carboneras;De 50 a 59 años;Nº personas;1117;
Carboneras;De 50 a 59 años;% Personas;93,94449116904963;
Carboneras;De 40 a 49 años;Nº personas;1205;
Carboneras;De 40 a 49 años;% Personas;89,25925925925925;
Carboneras;De 30 a 39 años;Nº personas;953;
Carboneras;De 30 a 39 años;% Personas;81,31399317406144;
Carboneras;De 20 a 29 años;Nº personas;762;
Carboneras;De 20 a 29 años;% Personas;87,08571428571429;
Carboneras;De 12 a 19 años;Nº personas;584;
Carboneras;De 12 a 19 años;% Personas;79,67257844474761;
Carboneras;De 5 a 11 años;Nº personas;151;
Carboneras;De 5 a 11 años;% Personas;23,23076923076923;
Castro de Filabres;TOTAL;Nº personas;25;
Castro de Filabres;TOTAL;% Personas;21,73913043478261;
Castro de Filabres;De 80 y más años;Nº personas;6;
Castro de Filabres;De 80 y más años;% Personas;54,54545454545455;
Castro de Filabres;De 70 a 79 años;Nº personas;3;
Castro de Filabres;De 70 a 79 años;% Personas;21,428571428571427;
Castro de Filabres;De 60 a 69 años;Nº personas;11;
Castro de Filabres;De 60 a 69 años;% Personas;39,285714285714285;
Castro de Filabres;De 50 a 59 años;Nº personas;3;
Castro de Filabres;De 50 a 59 años;% Personas;12,5;
Castro de Filabres;De 40 a 49 años;Nº personas;1;
Castro de Filabres;De 40 a 49 años;% Personas;7,6923076923076925;
Castro de Filabres;De 30 a 39 años;Nº personas;1;
Castro de Filabres;De 30 a 39 años;% Personas;9,090909090909092;
Castro de Filabres;De 20 a 29 años;Nº personas;;
Castro de Filabres;De 20 a 29 años;% Personas;;
Castro de Filabres;De 12 a 19 años;Nº personas;;
Castro de Filabres;De 12 a 19 años;% Personas;;
Castro de Filabres;De 5 a 11 años;Nº personas;;
Castro de Filabres;De 5 a 11 años;% Personas;;
Chercos;TOTAL;Nº personas;196;
Chercos;TOTAL;% Personas;68,05555555555556;
Chercos;De 80 y más años;Nº personas;19;
Chercos;De 80 y más años;% Personas;79,16666666666667;
Chercos;De 70 a 79 años;Nº personas;34;
Chercos;De 70 a 79 años;% Personas;103,03030303030303;
Chercos;De 60 a 69 años;Nº personas;31;
Chercos;De 60 a 69 años;% Personas;73,80952380952381;
Chercos;De 50 a 59 años;Nº personas;34;
Chercos;De 50 a 59 años;% Personas;85;
Chercos;De 40 a 49 años;Nº personas;28;
Chercos;De 40 a 49 años;% Personas;62,22222222222222;
Chercos;De 30 a 39 años;Nº personas;14;
Chercos;De 30 a 39 años;% Personas;48,275862068965516;
Chercos;De 20 a 29 años;Nº personas;22;
Chercos;De 20 a 29 años;% Personas;70,96774193548387;
Chercos;De 12 a 19 años;Nº personas;10;
Chercos;De 12 a 19 años;% Personas;40;
Chercos;De 5 a 11 años;Nº personas;4;
Chercos;De 5 a 11 años;% Personas;44,44444444444444;
Chirivel;TOTAL;Nº personas;1251;
Chirivel;TOTAL;% Personas;83,34443704197201;
Chirivel;De 80 y más años;Nº personas;223;
Chirivel;De 80 y más años;% Personas;103,24074074074075;
Chirivel;De 70 a 79 años;Nº personas;191;
Chirivel;De 70 a 79 años;% Personas;109,77011494252874;
Chirivel;De 60 a 69 años;Nº personas;179;
Chirivel;De 60 a 69 años;% Personas;93,717277486911;
Chirivel;De 50 a 59 años;Nº personas;202;
Chirivel;De 50 a 59 años;% Personas;84,87394957983193;
Chirivel;De 40 a 49 años;Nº personas;137;
Chirivel;De 40 a 49 años;% Personas;76,96629213483146;
Chirivel;De 30 a 39 años;Nº personas;132;
Chirivel;De 30 a 39 años;% Personas;76,74418604651163;
Chirivel;De 20 a 29 años;Nº personas;87;
Chirivel;De 20 a 29 años;% Personas;72,5;
Chirivel;De 12 a 19 años;Nº personas;83;
Chirivel;De 12 a 19 años;% Personas;70,94017094017094;
Chirivel;De 5 a 11 años;Nº personas;17;
Chirivel;De 5 a 11 años;% Personas;26,984126984126984;
Cóbdar;TOTAL;Nº personas;80;
Cóbdar;TOTAL;% Personas;47,05882352941177;
Cóbdar;De 80 y más años;Nº personas;9;
Cóbdar;De 80 y más años;% Personas;69,23076923076923;
Cóbdar;De 70 a 79 años;Nº personas;16;
Cóbdar;De 70 a 79 años;% Personas;59,25925925925926;
Cóbdar;De 60 a 69 años;Nº personas;14;
Cóbdar;De 60 a 69 años;% Personas;45,16129032258065;
Cóbdar;De 50 a 59 años;Nº personas;7;
Cóbdar;De 50 a 59 años;% Personas;25,925925925925927;
Cóbdar;De 40 a 49 años;Nº personas;12;
Cóbdar;De 40 a 49 años;% Personas;50;
Cóbdar;De 30 a 39 años;Nº personas;12;
Cóbdar;De 30 a 39 años;% Personas;57,142857142857146;
Cóbdar;De 20 a 29 años;Nº personas;3;
Cóbdar;De 20 a 29 años;% Personas;23,076923076923077;
Cóbdar;De 12 a 19 años;Nº personas;4;
Cóbdar;De 12 a 19 años;% Personas;100;
Cóbdar;De 5 a 11 años;Nº personas;3;
Cóbdar;De 5 a 11 años;% Personas;37,5;
Cuevas del Almanzora;TOTAL;Nº personas;12105;
Cuevas del Almanzora;TOTAL;% Personas;82,78055118648705;
Cuevas del Almanzora;De 80 y más años;Nº personas;617;
Cuevas del Almanzora;De 80 y más años;% Personas;105,47008547008546;
Cuevas del Almanzora;De 70 a 79 años;Nº personas;1147;
Cuevas del Almanzora;De 70 a 79 años;% Personas;109,55109837631328;
Cuevas del Almanzora;De 60 a 69 años;Nº personas;1537;
Cuevas del Almanzora;De 60 a 69 años;% Personas;93,15151515151516;
Cuevas del Almanzora;De 50 a 59 años;Nº personas;1794;
Cuevas del Almanzora;De 50 a 59 años;% Personas;98,57142857142857;
Cuevas del Almanzora;De 40 a 49 años;Nº personas;2390;
Cuevas del Almanzora;De 40 a 49 años;% Personas;102,61914984972091;
Cuevas del Almanzora;De 30 a 39 años;Nº personas;1900;
Cuevas del Almanzora;De 30 a 39 años;% Personas;87,35632183908046;
Cuevas del Almanzora;De 20 a 29 años;Nº personas;1448;
Cuevas del Almanzora;De 20 a 29 años;% Personas;86,44776119402985;
Cuevas del Almanzora;De 12 a 19 años;Nº personas;1063;
Cuevas del Almanzora;De 12 a 19 años;% Personas;88,14262023217248;
Cuevas del Almanzora;De 5 a 11 años;Nº personas;209;
Cuevas del Almanzora;De 5 a 11 años;% Personas;16,392156862745097;
Dalías;TOTAL;Nº personas;3523;
Dalías;TOTAL;% Personas;85,88493417844954;
Dalías;De 80 y más años;Nº personas;283;
Dalías;De 80 y más años;% Personas;118,41004184100419;
Dalías;De 70 a 79 años;Nº personas;393;
Dalías;De 70 a 79 años;% Personas;115,929203539823;
Dalías;De 60 a 69 años;Nº personas;451;
Dalías;De 60 a 69 años;% Personas;103,20366132723112;
Dalías;De 50 a 59 años;Nº personas;568;
Dalías;De 50 a 59 años;% Personas;95,14237855946399;
Dalías;De 40 a 49 años;Nº personas;597;
Dalías;De 40 a 49 años;% Personas;91,70506912442396;
Dalías;De 30 a 39 años;Nº personas;483;
Dalías;De 30 a 39 años;% Personas;90,61913696060037;
Dalías;De 20 a 29 años;Nº personas;392;
Dalías;De 20 a 29 años;% Personas;82,3529411764706;
Dalías;De 12 a 19 años;Nº personas;308;
Dalías;De 12 a 19 años;% Personas;86,51685393258427;
Dalías;De 5 a 11 años;Nº personas;48;
Dalías;De 5 a 11 años;% Personas;16,608996539792386;
Ejido (El);TOTAL;Nº personas;75225;
Ejido (El);TOTAL;% Personas;89,54824117612047;
Ejido (El);De 80 y más años;Nº personas;2599;
Ejido (El);De 80 y más años;% Personas;121,84716361931552;
Ejido (El);De 70 a 79 años;Nº personas;4394;
Ejido (El);De 70 a 79 años;% Personas;119,14316702819957;
Ejido (El);De 60 a 69 años;Nº personas;7628;
Ejido (El);De 60 a 69 años;% Personas;115,73357608860567;
Ejido (El);De 50 a 59 años;Nº personas;12589;
Ejido (El);De 50 a 59 años;% Personas;109,27002864334693;
Ejido (El);De 40 a 49 años;Nº personas;15846;
Ejido (El);De 40 a 49 años;% Personas;104,10616910846856;
Ejido (El);De 30 a 39 años;Nº personas;13181;
Ejido (El);De 30 a 39 años;% Personas;99,79557843731072;
Ejido (El);De 20 a 29 años;Nº personas;10276;
Ejido (El);De 20 a 29 años;% Personas;100,43002345582487;
Ejido (El);De 12 a 19 años;Nº personas;7328;
Ejido (El);De 12 a 19 años;% Personas;89,28963080297306;
Ejido (El);De 5 a 11 años;Nº personas;1384;
Ejido (El);De 5 a 11 años;% Personas;17,592474895131563;
Enix;TOTAL;Nº personas;205;
Enix;TOTAL;% Personas;37,96296296296296;
Enix;De 80 y más años;Nº personas;14;
Enix;De 80 y más años;% Personas;107,6923076923077;
Enix;De 70 a 79 años;Nº personas;32;
Enix;De 70 a 79 años;% Personas;49,23076923076923;
Enix;De 60 a 69 años;Nº personas;37;
Enix;De 60 a 69 años;% Personas;34,25925925925926;
Enix;De 50 a 59 años;Nº personas;33;
Enix;De 50 a 59 años;% Personas;40,74074074074074;
Enix;De 40 a 49 años;Nº personas;31;
Enix;De 40 a 49 años;% Personas;37,80487804878049;
Enix;De 30 a 39 años;Nº personas;32;
Enix;De 30 a 39 años;% Personas;39,50617283950617;
Enix;De 20 a 29 años;Nº personas;14;
Enix;De 20 a 29 años;% Personas;32,55813953488372;
Enix;De 12 a 19 años;Nº personas;10;
Enix;De 12 a 19 años;% Personas;34,48275862068966;
Enix;De 5 a 11 años;Nº personas;2;
Enix;De 5 a 11 años;% Personas;8,695652173913043;
Felix;TOTAL;Nº personas;440;
Felix;TOTAL;% Personas;66,26506024096386;
Felix;De 80 y más años;Nº personas;34;
Felix;De 80 y más años;% Personas;106,25;
Felix;De 70 a 79 años;Nº personas;53;
Felix;De 70 a 79 años;% Personas;82,8125;
Felix;De 60 a 69 años;Nº personas;84;
Felix;De 60 a 69 años;% Personas;77,77777777777777;
Felix;De 50 a 59 años;Nº personas;92;
Felix;De 50 a 59 años;% Personas;67,15328467153284;
Felix;De 40 a 49 años;Nº personas;61;
Felix;De 40 a 49 años;% Personas;61;
Felix;De 30 a 39 años;Nº personas;42;
Felix;De 30 a 39 años;% Personas;56;
Felix;De 20 a 29 años;Nº personas;43;
Felix;De 20 a 29 años;% Personas;70,49180327868852;
Felix;De 12 a 19 años;Nº personas;24;
Felix;De 12 a 19 años;% Personas;60;
Felix;De 5 a 11 años;Nº personas;7;
Felix;De 5 a 11 años;% Personas;25,925925925925927;
Fines;TOTAL;Nº personas;1702;
Fines;TOTAL;% Personas;78,79629629629629;
Fines;De 80 y más años;Nº personas;101;
Fines;De 80 y más años;% Personas;107,44680851063829;
Fines;De 70 a 79 años;Nº personas;144;
Fines;De 70 a 79 años;% Personas;100;
Fines;De 60 a 69 años;Nº personas;219;
Fines;De 60 a 69 años;% Personas;87,6;
Fines;De 50 a 59 años;Nº personas;310;
Fines;De 50 a 59 años;% Personas;93,93939393939394;
Fines;De 40 a 49 años;Nº personas;292;
Fines;De 40 a 49 años;% Personas;95,42483660130719;
Fines;De 30 a 39 años;Nº personas;275;
Fines;De 30 a 39 años;% Personas;75,34246575342466;
Fines;De 20 a 29 años;Nº personas;187;
Fines;De 20 a 29 años;% Personas;73,91304347826087;
Fines;De 12 a 19 años;Nº personas;148;
Fines;De 12 a 19 años;% Personas;87,57396449704142;
Fines;De 5 a 11 años;Nº personas;26;
Fines;De 5 a 11 años;% Personas;18,055555555555557;
Fiñana;TOTAL;Nº personas;1724;
Fiñana;TOTAL;% Personas;87,202832574608;
Fiñana;De 80 y más años;Nº personas;156;
Fiñana;De 80 y más años;% Personas;92,3076923076923;
Fiñana;De 70 a 79 años;Nº personas;202;
Fiñana;De 70 a 79 años;% Personas;101,50753768844221;
Fiñana;De 60 a 69 años;Nº personas;295;
Fiñana;De 60 a 69 años;% Personas;98,33333333333333;
Fiñana;De 50 a 59 años;Nº personas;287;
Fiñana;De 50 a 59 años;% Personas;91,69329073482429;
Fiñana;De 40 a 49 años;Nº personas;241;
Fiñana;De 40 a 49 años;% Personas;88,92988929889299;
Fiñana;De 30 a 39 años;Nº personas;184;
Fiñana;De 30 a 39 años;% Personas;95,33678756476684;
Fiñana;De 20 a 29 años;Nº personas;197;
Fiñana;De 20 a 29 años;% Personas;84,54935622317596;
Fiñana;De 12 a 19 años;Nº personas;133;
Fiñana;De 12 a 19 años;% Personas;85,80645161290323;
Fiñana;De 5 a 11 años;Nº personas;29;
Fiñana;De 5 a 11 años;% Personas;34,523809523809526;
Fondón;TOTAL;Nº personas;759;
Fondón;TOTAL;% Personas;73,54651162790698;
Fondón;De 80 y más años;Nº personas;128;
Fondón;De 80 y más años;% Personas;121,9047619047619;
Fondón;De 70 a 79 años;Nº personas;71;
Fondón;De 70 a 79 años;% Personas;79,7752808988764;
Fondón;De 60 a 69 años;Nº personas;127;
Fondón;De 60 a 69 años;% Personas;79,87421383647799;
Fondón;De 50 a 59 años;Nº personas;135;
Fondón;De 50 a 59 años;% Personas;70,68062827225131;
Fondón;De 40 a 49 años;Nº personas;93;
Fondón;De 40 a 49 años;% Personas;72,09302325581395;
Fondón;De 30 a 39 años;Nº personas;76;
Fondón;De 30 a 39 años;% Personas;61,29032258064516;
Fondón;De 20 a 29 años;Nº personas;64;
Fondón;De 20 a 29 años;% Personas;62,745098039215684;
Fondón;De 12 a 19 años;Nº personas;60;
Fondón;De 12 a 19 años;% Personas;82,1917808219178;
Fondón;De 5 a 11 años;Nº personas;5;
Fondón;De 5 a 11 años;% Personas;13,157894736842104;
